k_folds,norm,train loss,test loss
2,min_max,85,18,80,21,64,18,63,14
2,z_score,69,19,60,17,44,12,46,11
2,none,161,39,120,29,161,39,118,30
3,min_max,79,18,68,19,53,10,60,12
3,z_score,93,19,89,15,38,11,42,10
3,none,45,9,115,30,117,30,152,38
4,min_max,78,20,78,20,58,14,75,17
4,z_score,66,12,60,18,48,10,45,12
4,none,85,23,117,30,86,23,89,18
5,min_max,82,17,63,12,61,13,70,20
5,z_score,40,10,40,9,56,9,56,12
5,none,94,18,84,16,64,12,81,22
6,min_max,59,14,61,15,72,13,58,11
6,z_score,41,8,45,8,41,9,47,13
6,none,71,22,81,22,70,21,77,23
7,min_max,66,16,85,17,84,18,61,13
7,z_score,55,10,45,11,44,13,52,16
7,none,44,10,79,22,68,22,39,10
8,min_max,56,14,66,17,83,17,83,17
8,z_score,44,10,44,10,48,11,41,9
8,none,83,23,83,22,88,23,55,12
9,min_max,83,17,58,12,58,14,55,13
9,z_score,47,10,42,11,42,11,46,11
9,none,39,10,81,23,59,12,79,22
10,min_max,59,13,58,13,85,17,63,12
10,z_score,42,12,41,10,41,11,44,10
10,none,61,21,80,22,80,22,42,7
11,min_max,61,14,83,17,60,14,59,13
11,z_score,47,8,40,12,40,11,47,9
11,none,73,13,66,15,73,22,84,24
12,min_max,68,14,60,10,84,16,84,17
12,z_score,40,10,51,11,39,10,39,11
12,none,86,18,81,22,81,22,66,12
13,min_max,79,18,77,18,85,17,62,13
13,z_score,37,10,40,8,43,10,45,11
13,none,53,10,48,10,80,22,51,11
14,min_max,80,17,72,17,75,17,84,17
14,z_score,48,8,56,10,37,10,40,12
14,none,78,22,81,22,63,14,85,23
15,min_max,60,13,74,17,67,18,71,16
15,z_score,42,10,51,8,48,9,43,11
15,none,76,23,47,9,80,22,59,13
16,min_max,82,17,76,16,75,17,69,15
16,z_score,59,11,48,11,42,8,46,9
16,none,81,22,69,21,41,12,74,18
17,min_max,72,17,61,14,85,18,62,14
17,z_score,45,8,40,10,40,9,47,8
17,none,75,16,50,12,59,9,65,22
18,min_max,66,12,64,17,77,17,59,13
18,z_score,55,10,43,8,39,10,44,9
18,none,47,12,42,7,77,21,57,19
19,min_max,53,11,69,15,59,14,59,16
19,z_score,49,11,40,9,46,11,43,9
19,none,81,22,74,22,74,15,59,14
20,min_max,70,16,57,15,74,17,57,14
20,z_score,38,11,39,11,43,11,41,9
20,none,80,22,73,19,79,21,46,15
21,min_max,77,19,84,17,72,18,58,16
21,z_score,39,11,51,8,39,10,44,9
21,none,83,23,69,21,40,12,64,15
22,min_max,83,16,75,17,83,16,59,14
22,z_score,47,9,39,10,40,10,42,10
22,none,43,12,55,12,77,21,80,21
23,min_max,53,13,71,15,61,14,84,17
23,z_score,40,8,50,9,38,9,44,8
23,none,62,11,42,9,80,22,45,12
24,min_max,75,17,68,12,61,12,75,18
