k_folds,norm,eta,lambda,train loss,test loss
4,z_score,1.0,0.4,68,20
4,z_score,1.0,0.5,101,22
4,z_score,1.0,0.6,137,32
4,z_score,1.0,0.7,78,22
4,z_score,1.0,0.8,80,18
4,z_score,1.0,0.9,97,28
4,z_score,1.0,1.0,92,19
4,none,0.1,0.1,161,39
4,none,0.1,0.2,157,43
4,none,0.1,0.3,157,43
4,none,0.1,0.4,162,38
4,none,0.1,0.5,157,43
4,none,0.1,0.6,161,39
4,none,0.1,0.7,161,39
4,none,0.1,0.8,161,39
4,none,0.1,0.9,162,38
4,none,0.1,1.0,161,39
4,none,0.2,0.1,161,39
4,none,0.2,0.2,162,38
4,none,0.2,0.3,157,43
4,none,0.2,0.4,161,39
4,none,0.2,0.5,161,39
4,none,0.2,0.6,157,43
4,none,0.2,0.7,157,43
4,none,0.2,0.8,157,43
4,none,0.2,0.9,162,38
4,none,0.2,1.0,157,43
4,none,0.3,0.1,162,38
4,none,0.3,0.2,162,38
4,none,0.3,0.3,161,39
4,none,0.3,0.4,157,43
4,none,0.3,0.5,161,39
4,none,0.3,0.6,157,43
4,none,0.3,0.7,162,38
4,none,0.3,0.8,161,39
4,none,0.3,0.9,161,39
4,none,0.3,1.0,161,39
4,none,0.4,0.1,161,39
4,none,0.4,0.2,161,39
4,none,0.4,0.3,161,39
4,none,0.4,0.4,162,38
4,none,0.4,0.5,162,38
4,none,0.4,0.6,157,43
4,none,0.4,0.7,157,43
4,none,0.4,0.8,162,38
4,none,0.4,0.9,162,38
4,none,0.4,1.0,162,38
4,none,0.5,0.1,161,39
4,none,0.5,0.2,157,43
4,none,0.5,0.3,157,43
4,none,0.5,0.4,157,43
4,none,0.5,0.5,162,38
4,none,0.5,0.6,157,43
4,none,0.5,0.7,157,43
4,none,0.5,0.8,161,39
4,none,0.5,0.9,162,38
4,none,0.5,1.0,157,43
4,none,0.6,0.1,157,43
4,none,0.6,0.2,162,38
4,none,0.6,0.3,162,38
4,none,0.6,0.4,161,39
4,none,0.6,0.5,162,38
4,none,0.6,0.6,157,43
4,none,0.6,0.7,162,38
4,none,0.6,0.8,161,39
4,none,0.6,0.9,161,39
4,none,0.6,1.0,157,43
4,none,0.7,0.1,161,39
4,none,0.7,0.2,162,38
4,none,0.7,0.3,161,39
4,none,0.7,0.4,161,39
4,none,0.7,0.5,157,43
4,none,0.7,0.6,162,38
4,none,0.7,0.7,157,43
4,none,0.7,0.8,162,38
4,none,0.7,0.9,161,39
4,none,0.7,1.0,162,38
4,none,0.8,0.1,162,38
4,none,0.8,0.2,161,39
4,none,0.8,0.3,157,43
4,none,0.8,0.4,161,39
4,none,0.8,0.5,157,43
4,none,0.8,0.6,157,43
4,none,0.8,0.7,157,43
4,none,0.8,0.8,157,43
4,none,0.8,0.9,161,39
4,none,0.8,1.0,157,43
4,none,0.9,0.1,161,39
4,none,0.9,0.2,161,39
4,none,0.9,0.3,162,38
4,none,0.9,0.4,157,43
4,none,0.9,0.5,157,43
4,none,0.9,0.6,162,38
4,none,0.9,0.7,157,43
4,none,0.9,0.8,162,38
4,none,0.9,0.9,161,39
4,none,0.9,1.0,157,43
4,none,1.0,0.1,157,43
4,none,1.0,0.2,162,38
4,none,1.0,0.3,162,38
4,none,1.0,0.4,157,43
4,none,1.0,0.5,162,38
4,none,1.0,0.6,162,38
4,none,1.0,0.7,157,43
4,none,1.0,0.8,161,39
4,none,1.0,0.9,161,39
4,none,1.0,1.0,162,38
5,min_max,0.1,0.1,79,21
5,min_max,0.1,0.2,76,16
5,min_max,0.1,0.3,79,21
5,min_max,0.1,0.4,82,23
5,min_max,0.1,0.5,79,21
5,min_max,0.1,0.6,83,23
5,min_max,0.1,0.7,69,15
5,min_max,0.1,0.8,78,21
5,min_max,0.1,0.9,122,33
5,min_max,0.1,1.0,161,39
5,min_max,0.2,0.1,47,11
5,min_max,0.2,0.2,83,17
5,min_max,0.2,0.3,80,21
5,min_max,0.2,0.4,91,19
5,min_max,0.2,0.5,79,22
5,min_max,0.2,0.6,102,22
5,min_max,0.2,0.7,145,37
5,min_max,0.2,0.8,161,39
5,min_max,0.2,0.9,162,38
5,min_max,0.2,1.0,157,43
5,min_max,0.3,0.1,79,21
5,min_max,0.3,0.2,79,21
5,min_max,0.3,0.3,80,21
5,min_max,0.3,0.4,84,18
5,min_max,0.3,0.5,162,38
5,min_max,0.3,0.6,157,43
5,min_max,0.3,0.7,152,35
5,min_max,0.3,0.8,142,41
5,min_max,0.3,0.9,81,24
5,min_max,0.3,1.0,161,39
5,min_max,0.4,0.1,79,21
5,min_max,0.4,0.2,80,23
5,min_max,0.4,0.3,79,21
5,min_max,0.4,0.4,162,38
5,min_max,0.4,0.5,162,38
5,min_max,0.4,0.6,79,21
5,min_max,0.4,0.7,87,17
5,min_max,0.4,0.8,162,38
5,min_max,0.4,0.9,80,21
5,min_max,0.4,1.0,162,38
5,min_max,0.5,0.1,79,21
5,min_max,0.5,0.2,119,26
5,min_max,0.5,0.3,157,43
5,min_max,0.5,0.4,157,43
5,min_max,0.5,0.5,157,43
5,min_max,0.5,0.6,157,43
5,min_max,0.5,0.7,161,39
5,min_max,0.5,0.8,161,38
5,min_max,0.5,0.9,79,21
5,min_max,0.5,1.0,161,39
5,min_max,0.6,0.1,84,17
5,min_max,0.6,0.2,79,21
5,min_max,0.6,0.3,160,38
5,min_max,0.6,0.4,160,38
5,min_max,0.6,0.5,160,38
5,min_max,0.6,0.6,161,39
5,min_max,0.6,0.7,141,39
5,min_max,0.6,0.8,153,43
5,min_max,0.6,0.9,161,39
5,min_max,0.6,1.0,90,18
5,min_max,0.7,0.1,79,21
5,min_max,0.7,0.2,101,20
5,min_max,0.7,0.3,157,43
5,min_max,0.7,0.4,157,43
5,min_max,0.7,0.5,161,39
5,min_max,0.7,0.6,125,30
5,min_max,0.7,0.7,161,38
5,min_max,0.7,0.8,161,39
5,min_max,0.7,0.9,162,38
5,min_max,0.7,1.0,162,38
5,min_max,0.8,0.1,158,38
5,min_max,0.8,0.2,157,43
5,min_max,0.8,0.3,77,25
5,min_max,0.8,0.4,159,37
5,min_max,0.8,0.5,157,43
5,min_max,0.8,0.6,161,39
5,min_max,0.8,0.7,157,43
5,min_max,0.8,0.8,132,38
5,min_max,0.8,0.9,160,37
5,min_max,0.8,1.0,161,39
5,min_max,0.9,0.1,148,34
5,min_max,0.9,0.2,79,21
5,min_max,0.9,0.3,161,39
5,min_max,0.9,0.4,157,43
5,min_max,0.9,0.5,108,25
5,min_max,0.9,0.6,161,39
5,min_max,0.9,0.7,161,39
5,min_max,0.9,0.8,161,39
5,min_max,0.9,0.9,161,39
5,min_max,0.9,1.0,157,43
5,min_max,1.0,0.1,148,37
5,min_max,1.0,0.2,106,32
5,min_max,1.0,0.3,79,21
5,min_max,1.0,0.4,157,43
5,min_max,1.0,0.5,157,43
5,min_max,1.0,0.6,157,43
5,min_max,1.0,0.7,161,39
5,min_max,1.0,0.8,161,39
5,min_max,1.0,0.9,157,43
5,min_max,1.0,1.0,102,25
5,z_score,0.1,0.1,29,8
5,z_score,0.1,0.2,45,13
5,z_score,0.1,0.3,46,10
5,z_score,0.1,0.4,47,8
5,z_score,0.1,0.5,48,13
5,z_score,0.1,0.6,44,9
5,z_score,0.1,0.7,55,15
5,z_score,0.1,0.8,66,12
5,z_score,0.1,0.9,51,15
5,z_score,0.1,1.0,68,12
5,z_score,0.2,0.1,34,8
5,z_score,0.2,0.2,39,9
5,z_score,0.2,0.3,45,10
5,z_score,0.2,0.4,78,21
5,z_score,0.2,0.5,79,22
5,z_score,0.2,0.6,59,16
5,z_score,0.2,0.7,54,10
5,z_score,0.2,0.8,56,14
5,z_score,0.2,0.9,41,11
5,z_score,0.2,1.0,57,17
5,z_score,0.3,0.1,28,7
5,z_score,0.3,0.2,44,10
5,z_score,0.3,0.3,57,15
5,z_score,0.3,0.4,54,11
5,z_score,0.3,0.5,72,18
5,z_score,0.3,0.6,76,21
5,z_score,0.3,0.7,60,11
5,z_score,0.3,0.8,54,11
5,z_score,0.3,0.9,52,12
5,z_score,0.3,1.0,50,12
5,z_score,0.4,0.1,42,13
5,z_score,0.4,0.2,76,21
5,z_score,0.4,0.3,48,13
5,z_score,0.4,0.4,57,12
5,z_score,0.4,0.5,68,16
5,z_score,0.4,0.6,64,18
5,z_score,0.4,0.7,78,21
5,z_score,0.4,0.8,81,22
5,z_score,0.4,0.9,68,15
5,z_score,0.4,1.0,76,24
5,z_score,0.5,0.1,49,14
5,z_score,0.5,0.2,75,21
5,z_score,0.5,0.3,64,19
5,z_score,0.5,0.4,54,16
5,z_score,0.5,0.5,62,12
5,z_score,0.5,0.6,75,14
5,z_score,0.5,0.7,65,20
5,z_score,0.5,0.8,64,14
5,z_score,0.5,0.9,61,18
5,z_score,0.5,1.0,79,21
5,z_score,0.6,0.1,75,16
5,z_score,0.6,0.2,49,15
5,z_score,0.6,0.3,64,18
5,z_score,0.6,0.4,61,17
5,z_score,0.6,0.5,80,21
5,z_score,0.6,0.6,74,20
5,z_score,0.6,0.7,64,19
5,z_score,0.6,0.8,72,20
5,z_score,0.6,0.9,108,28
5,z_score,0.6,1.0,59,14
5,z_score,0.7,0.1,55,15
5,z_score,0.7,0.2,53,13
5,z_score,0.7,0.3,81,21
5,z_score,0.7,0.4,82,15
5,z_score,0.7,0.5,111,25
5,z_score,0.7,0.6,70,21
5,z_score,0.7,0.7,86,24
5,z_score,0.7,0.8,82,15
5,z_score,0.7,0.9,57,14
5,z_score,0.7,1.0,71,21
5,z_score,0.8,0.1,51,12
5,z_score,0.8,0.2,55,13
5,z_score,0.8,0.3,57,12
5,z_score,0.8,0.4,79,21
5,z_score,0.8,0.5,86,19
5,z_score,0.8,0.6,86,18
5,z_score,0.8,0.7,55,12
5,z_score,0.8,0.8,99,30
5,z_score,0.8,0.9,92,19
5,z_score,0.8,1.0,61,18
5,z_score,0.9,0.1,55,15
5,z_score,0.9,0.2,47,13
5,z_score,0.9,0.3,52,8
5,z_score,0.9,0.4,67,14
5,z_score,0.9,0.5,67,19
5,z_score,0.9,0.6,50,13
5,z_score,0.9,0.7,79,21
5,z_score,0.9,0.8,69,22
5,z_score,0.9,0.9,108,23
5,z_score,0.9,1.0,99,19
5,z_score,1.0,0.1,70,19
5,z_score,1.0,0.2,97,18
5,z_score,1.0,0.3,53,15
5,z_score,1.0,0.4,76,20
5,z_score,1.0,0.5,60,18
5,z_score,1.0,0.6,84,18
5,z_score,1.0,0.7,107,24
5,z_score,1.0,0.8,141,41
5,z_score,1.0,0.9,130,32
5,z_score,1.0,1.0,70,20
5,none,0.1,0.1,157,43
5,none,0.1,0.2,161,39
5,none,0.1,0.3,161,39
5,none,0.1,0.4,157,43
5,none,0.1,0.5,157,43
5,none,0.1,0.6,157,43
5,none,0.1,0.7,162,38
5,none,0.1,0.8,157,43
5,none,0.1,0.9,161,39
5,none,0.1,1.0,162,38
5,none,0.2,0.1,157,43
5,none,0.2,0.2,162,38
5,none,0.2,0.3,161,39
5,none,0.2,0.4,161,39
5,none,0.2,0.5,162,38
5,none,0.2,0.6,161,39
5,none,0.2,0.7,157,43
5,none,0.2,0.8,162,38
5,none,0.2,0.9,161,39
5,none,0.2,1.0,157,43
5,none,0.3,0.1,161,39
5,none,0.3,0.2,162,38
5,none,0.3,0.3,157,43
5,none,0.3,0.4,162,38
5,none,0.3,0.5,157,43
5,none,0.3,0.6,157,43
5,none,0.3,0.7,161,39
5,none,0.3,0.8,162,38
5,none,0.3,0.9,162,38
5,none,0.3,1.0,161,39
5,none,0.4,0.1,143,40
5,none,0.4,0.2,161,39
5,none,0.4,0.3,161,39
5,none,0.4,0.4,162,38
5,none,0.4,0.5,161,39
5,none,0.4,0.6,157,43
5,none,0.4,0.7,161,39
5,none,0.4,0.8,161,39
5,none,0.4,0.9,162,38
5,none,0.4,1.0,161,39
5,none,0.5,0.1,161,39
5,none,0.5,0.2,161,39
5,none,0.5,0.3,162,38
5,none,0.5,0.4,157,43
5,none,0.5,0.5,161,39
5,none,0.5,0.6,162,38
5,none,0.5,0.7,162,38
5,none,0.5,0.8,162,38
5,none,0.5,0.9,161,39
5,none,0.5,1.0,157,43
5,none,0.6,0.1,162,38
5,none,0.6,0.2,161,39
5,none,0.6,0.3,157,43
5,none,0.6,0.4,162,38
5,none,0.6,0.5,157,43
5,none,0.6,0.6,161,39
5,none,0.6,0.7,162,38
5,none,0.6,0.8,162,38
5,none,0.6,0.9,161,39
5,none,0.6,1.0,161,39
5,none,0.7,0.1,157,43
5,none,0.7,0.2,161,39
5,none,0.7,0.3,162,38
5,none,0.7,0.4,162,38
5,none,0.7,0.5,162,38
5,none,0.7,0.6,157,43
5,none,0.7,0.7,162,38
5,none,0.7,0.8,162,38
5,none,0.7,0.9,161,39
5,none,0.7,1.0,161,39
5,none,0.8,0.1,161,39
5,none,0.8,0.2,161,39
5,none,0.8,0.3,162,38
5,none,0.8,0.4,161,39
5,none,0.8,0.5,161,39
5,none,0.8,0.6,162,38
5,none,0.8,0.7,162,38
5,none,0.8,0.8,161,39
5,none,0.8,0.9,162,38
5,none,0.8,1.0,162,38
5,none,0.9,0.1,161,39
5,none,0.9,0.2,162,38
5,none,0.9,0.3,162,38
5,none,0.9,0.4,157,43
5,none,0.9,0.5,162,38
5,none,0.9,0.6,157,43
5,none,0.9,0.7,162,38
5,none,0.9,0.8,157,43
5,none,0.9,0.9,161,39
5,none,0.9,1.0,162,38
5,none,1.0,0.1,162,38
5,none,1.0,0.2,161,39
5,none,1.0,0.3,157,43
5,none,1.0,0.4,162,38
5,none,1.0,0.5,161,39
5,none,1.0,0.6,161,39
5,none,1.0,0.7,162,38
5,none,1.0,0.8,157,43
5,none,1.0,0.9,157,43
5,none,1.0,1.0,157,43
6,min_max,0.1,0.1,79,21
6,min_max,0.1,0.2,79,21
6,min_max,0.1,0.3,79,21
6,min_max,0.1,0.4,95,21
6,min_max,0.1,0.5,79,21
6,min_max,0.1,0.6,48,13
6,min_max,0.1,0.7,79,21
6,min_max,0.1,0.8,161,38
6,min_max,0.1,0.9,79,21
6,min_max,0.1,1.0,139,34
6,min_max,0.2,0.1,79,21
6,min_max,0.2,0.2,79,21
6,min_max,0.2,0.3,83,17
6,min_max,0.2,0.4,84,17
6,min_max,0.2,0.5,112,23
6,min_max,0.2,0.6,161,39
6,min_max,0.2,0.7,84,23
6,min_max,0.2,0.8,161,39
6,min_max,0.2,0.9,122,35
6,min_max,0.2,1.0,98,27
6,min_max,0.3,0.1,79,21
6,min_max,0.3,0.2,79,21
6,min_max,0.3,0.3,79,21
6,min_max,0.3,0.4,81,23
6,min_max,0.3,0.5,103,24
6,min_max,0.3,0.6,79,22
6,min_max,0.3,0.7,84,23
6,min_max,0.3,0.8,161,39
6,min_max,0.3,0.9,83,25
6,min_max,0.3,1.0,109,28
6,min_max,0.4,0.1,79,21
6,min_max,0.4,0.2,117,30
6,min_max,0.4,0.3,84,17
6,min_max,0.4,0.4,67,20
6,min_max,0.4,0.5,157,43
6,min_max,0.4,0.6,159,38
6,min_max,0.4,0.7,84,18
6,min_max,0.4,0.8,161,39
6,min_max,0.4,0.9,157,43
6,min_max,0.4,1.0,132,33
6,min_max,0.5,0.1,80,21
6,min_max,0.5,0.2,156,38
6,min_max,0.5,0.3,79,21
6,min_max,0.5,0.4,84,18
6,min_max,0.5,0.5,162,38
6,min_max,0.5,0.6,148,39
6,min_max,0.5,0.7,157,43
6,min_max,0.5,0.8,149,37
6,min_max,0.5,0.9,130,32
6,min_max,0.5,1.0,161,39
6,min_max,0.6,0.1,79,21
6,min_max,0.6,0.2,80,21
6,min_max,0.6,0.3,80,22
6,min_max,0.6,0.4,79,21
6,min_max,0.6,0.5,161,39
6,min_max,0.6,0.6,152,41
6,min_max,0.6,0.7,123,31
6,min_max,0.6,0.8,155,35
6,min_max,0.6,0.9,157,43
6,min_max,0.6,1.0,161,39
6,min_max,0.7,0.1,79,21
6,min_max,0.7,0.2,79,21
6,min_max,0.7,0.3,154,43
6,min_max,0.7,0.4,161,39
6,min_max,0.7,0.5,160,39
6,min_max,0.7,0.6,162,38
6,min_max,0.7,0.7,161,39
6,min_max,0.7,0.8,161,39
6,min_max,0.7,0.9,161,39
6,min_max,0.7,1.0,161,39
6,min_max,0.8,0.1,80,22
6,min_max,0.8,0.2,73,21
6,min_max,0.8,0.3,161,39
6,min_max,0.8,0.4,157,43
6,min_max,0.8,0.5,104,30
6,min_max,0.8,0.6,162,38
6,min_max,0.8,0.7,161,39
6,min_max,0.8,0.8,157,43
6,min_max,0.8,0.9,67,20
6,min_max,0.8,1.0,157,43
6,min_max,0.9,0.1,79,21
6,min_max,0.9,0.2,79,23
6,min_max,0.9,0.3,79,21
6,min_max,0.9,0.4,161,39
6,min_max,0.9,0.5,79,21
6,min_max,0.9,0.6,157,43
6,min_max,0.9,0.7,161,39
6,min_max,0.9,0.8,157,43
6,min_max,0.9,0.9,162,38
6,min_max,0.9,1.0,157,43
6,min_max,1.0,0.1,72,15
6,min_max,1.0,0.2,161,39
6,min_max,1.0,0.3,79,21
6,min_max,1.0,0.4,161,39
6,min_max,1.0,0.5,79,21
6,min_max,1.0,0.6,162,38
6,min_max,1.0,0.7,157,43
6,min_max,1.0,0.8,132,31
6,min_max,1.0,0.9,161,39
6,min_max,1.0,1.0,157,43
6,z_score,0.1,0.1,29,5
6,z_score,0.1,0.2,39,10
6,z_score,0.1,0.3,47,8
6,z_score,0.1,0.4,56,16
6,z_score,0.1,0.5,44,12
6,z_score,0.1,0.6,39,11
6,z_score,0.1,0.7,71,18
6,z_score,0.1,0.8,47,9
6,z_score,0.1,0.9,51,13
6,z_score,0.1,1.0,45,12
6,z_score,0.2,0.1,32,9
6,z_score,0.2,0.2,40,10
6,z_score,0.2,0.3,47,14
6,z_score,0.2,0.4,40,12
6,z_score,0.2,0.5,46,12
6,z_score,0.2,0.6,54,13
6,z_score,0.2,0.7,76,17
6,z_score,0.2,0.8,67,14
6,z_score,0.2,0.9,80,18
6,z_score,0.2,1.0,38,8
6,z_score,0.3,0.1,50,12
6,z_score,0.3,0.2,50,13
6,z_score,0.3,0.3,41,11
6,z_score,0.3,0.4,46,13
6,z_score,0.3,0.5,48,7
6,z_score,0.3,0.6,53,11
6,z_score,0.3,0.7,53,15
6,z_score,0.3,0.8,61,18
6,z_score,0.3,0.9,64,16
6,z_score,0.3,1.0,51,11
6,z_score,0.4,0.1,39,11
6,z_score,0.4,0.2,57,14
6,z_score,0.4,0.3,42,10
6,z_score,0.4,0.4,65,18
6,z_score,0.4,0.5,78,22
6,z_score,0.4,0.6,46,11
6,z_score,0.4,0.7,50,8
6,z_score,0.4,0.8,41,12
6,z_score,0.4,0.9,47,12
6,z_score,0.4,1.0,57,12
6,z_score,0.5,0.1,51,14
6,z_score,0.5,0.2,68,14
6,z_score,0.5,0.3,92,18
6,z_score,0.5,0.4,68,18
6,z_score,0.5,0.5,59,17
6,z_score,0.5,0.6,71,16
6,z_score,0.5,0.7,68,15
6,z_score,0.5,0.8,55,12
6,z_score,0.5,0.9,41,11
6,z_score,0.5,1.0,57,16
6,z_score,0.6,0.1,59,13
6,z_score,0.6,0.2,61,18
6,z_score,0.6,0.3,79,16
6,z_score,0.6,0.4,62,12
6,z_score,0.6,0.5,51,11
6,z_score,0.6,0.6,66,22
6,z_score,0.6,0.7,55,16
6,z_score,0.6,0.8,44,11
6,z_score,0.6,0.9,80,19
6,z_score,0.6,1.0,101,20
6,z_score,0.7,0.1,47,12
6,z_score,0.7,0.2,61,13
6,z_score,0.7,0.3,57,18
6,z_score,0.7,0.4,71,20
6,z_score,0.7,0.5,76,15
6,z_score,0.7,0.6,67,19
6,z_score,0.7,0.7,53,9
6,z_score,0.7,0.8,79,21
6,z_score,0.7,0.9,78,21
6,z_score,0.7,1.0,64,19
6,z_score,0.8,0.1,56,15
6,z_score,0.8,0.2,68,13
6,z_score,0.8,0.3,47,12
6,z_score,0.8,0.4,49,15
6,z_score,0.8,0.5,49,14
6,z_score,0.8,0.6,110,28
6,z_score,0.8,0.7,61,18
6,z_score,0.8,0.8,81,18
6,z_score,0.8,0.9,78,21
6,z_score,0.8,1.0,53,16
6,z_score,0.9,0.1,42,8
6,z_score,0.9,0.2,45,14
6,z_score,0.9,0.3,49,12
6,z_score,0.9,0.4,78,21
6,z_score,0.9,0.5,70,16
6,z_score,0.9,0.6,62,15
6,z_score,0.9,0.7,62,16
6,z_score,0.9,0.8,102,19
6,z_score,0.9,0.9,99,28
6,z_score,0.9,1.0,80,22
6,z_score,1.0,0.1,59,13
6,z_score,1.0,0.2,125,30
6,z_score,1.0,0.3,62,17
6,z_score,1.0,0.4,73,20
6,z_score,1.0,0.5,54,12
6,z_score,1.0,0.6,130,37
6,z_score,1.0,0.7,74,19
6,z_score,1.0,0.8,77,15
6,z_score,1.0,0.9,57,15
6,z_score,1.0,1.0,76,21
6,none,0.1,0.1,162,38
6,none,0.1,0.2,157,43
6,none,0.1,0.3,161,39
6,none,0.1,0.4,161,39
6,none,0.1,0.5,157,43
6,none,0.1,0.6,157,43
6,none,0.1,0.7,161,39
6,none,0.1,0.8,161,39
6,none,0.1,0.9,162,38
6,none,0.1,1.0,161,39
6,none,0.2,0.1,161,39
6,none,0.2,0.2,161,39
6,none,0.2,0.3,157,43
6,none,0.2,0.4,162,38
6,none,0.2,0.5,162,38
6,none,0.2,0.6,162,38
6,none,0.2,0.7,161,39
6,none,0.2,0.8,161,39
6,none,0.2,0.9,162,38
6,none,0.2,1.0,157,43
6,none,0.3,0.1,161,39
6,none,0.3,0.2,162,38
6,none,0.3,0.3,157,43
6,none,0.3,0.4,157,43
6,none,0.3,0.5,157,43
6,none,0.3,0.6,162,38
6,none,0.3,0.7,161,39
6,none,0.3,0.8,161,39
6,none,0.3,0.9,162,38
6,none,0.3,1.0,162,38
6,none,0.4,0.1,157,43
6,none,0.4,0.2,157,43
6,none,0.4,0.3,161,39
6,none,0.4,0.4,161,39
6,none,0.4,0.5,157,43
6,none,0.4,0.6,157,43
6,none,0.4,0.7,162,38
6,none,0.4,0.8,162,38
6,none,0.4,0.9,161,39
6,none,0.4,1.0,162,38
6,none,0.5,0.1,162,38
6,none,0.5,0.2,157,43
6,none,0.5,0.3,157,43
6,none,0.5,0.4,162,38
6,none,0.5,0.5,157,43
6,none,0.5,0.6,161,39
6,none,0.5,0.7,157,43
6,none,0.5,0.8,161,39
6,none,0.5,0.9,157,43
6,none,0.5,1.0,162,38
6,none,0.6,0.1,161,39
6,none,0.6,0.2,157,43
6,none,0.6,0.3,162,38
6,none,0.6,0.4,157,43
6,none,0.6,0.5,157,43
6,none,0.6,0.6,162,38
6,none,0.6,0.7,161,39
6,none,0.6,0.8,161,39
6,none,0.6,0.9,162,38
6,none,0.6,1.0,161,39
6,none,0.7,0.1,157,43
6,none,0.7,0.2,161,39
6,none,0.7,0.3,162,38
6,none,0.7,0.4,161,39
6,none,0.7,0.5,157,43
6,none,0.7,0.6,157,43
6,none,0.7,0.7,157,43
6,none,0.7,0.8,157,43
6,none,0.7,0.9,157,43
6,none,0.7,1.0,161,39
6,none,0.8,0.1,162,38
6,none,0.8,0.2,162,38
6,none,0.8,0.3,162,38
6,none,0.8,0.4,161,39
6,none,0.8,0.5,161,39
6,none,0.8,0.6,162,38
6,none,0.8,0.7,161,39
6,none,0.8,0.8,162,38
6,none,0.8,0.9,161,39
6,none,0.8,1.0,162,38
6,none,0.9,0.1,162,38
6,none,0.9,0.2,161,39
6,none,0.9,0.3,161,39
6,none,0.9,0.4,162,38
6,none,0.9,0.5,162,38
6,none,0.9,0.6,161,39
6,none,0.9,0.7,157,43
6,none,0.9,0.8,157,43
6,none,0.9,0.9,157,43
6,none,0.9,1.0,162,38
6,none,1.0,0.1,162,38
6,none,1.0,0.2,157,43
6,none,1.0,0.3,162,38
6,none,1.0,0.4,161,39
6,none,1.0,0.5,161,39
6,none,1.0,0.6,161,39
6,none,1.0,0.7,161,39
6,none,1.0,0.8,157,43
6,none,1.0,0.9,161,39
6,none,1.0,1.0,162,38
7,min_max,0.1,0.1,78,21
7,min_max,0.1,0.2,63,17
7,min_max,0.1,0.3,83,23
7,min_max,0.1,0.4,83,17
7,min_max,0.1,0.5,79,21
7,min_max,0.1,0.6,79,21
7,min_max,0.1,0.7,79,21
7,min_max,0.1,0.8,79,21
7,min_max,0.1,0.9,79,21
7,min_max,0.1,1.0,79,21
7,min_max,0.2,0.1,78,21
7,min_max,0.2,0.2,79,21
7,min_max,0.2,0.3,67,19
7,min_max,0.2,0.4,137,32
7,min_max,0.2,0.5,118,35
7,min_max,0.2,0.6,77,21
7,min_max,0.2,0.7,81,22
7,min_max,0.2,0.8,161,39
7,min_max,0.2,0.9,161,39
7,min_max,0.2,1.0,77,21
7,min_max,0.3,0.1,77,20
7,min_max,0.3,0.2,79,21
7,min_max,0.3,0.3,55,14
7,min_max,0.3,0.4,101,29
7,min_max,0.3,0.5,84,18
7,min_max,0.3,0.6,156,43
7,min_max,0.3,0.7,83,23
7,min_max,0.3,0.8,129,38
7,min_max,0.3,0.9,79,21
7,min_max,0.3,1.0,161,39
7,min_max,0.4,0.1,82,17
7,min_max,0.4,0.2,79,21
7,min_max,0.4,0.3,86,17
7,min_max,0.4,0.4,79,21
7,min_max,0.4,0.5,86,17
7,min_max,0.4,0.6,81,22
7,min_max,0.4,0.7,79,21
7,min_max,0.4,0.8,74,21
7,min_max,0.4,0.9,82,22
7,min_max,0.4,1.0,157,43
7,min_max,0.5,0.1,79,21
7,min_max,0.5,0.2,79,21
7,min_max,0.5,0.3,84,23
7,min_max,0.5,0.4,162,38
7,min_max,0.5,0.5,79,21
7,min_max,0.5,0.6,162,38
7,min_max,0.5,0.7,157,43
7,min_max,0.5,0.8,102,28
7,min_max,0.5,0.9,157,43
7,min_max,0.5,1.0,138,37
7,min_max,0.6,0.1,60,18
7,min_max,0.6,0.2,97,26
7,min_max,0.6,0.3,79,21
7,min_max,0.6,0.4,161,39
7,min_max,0.6,0.5,101,27
7,min_max,0.6,0.6,161,39
7,min_max,0.6,0.7,157,43
7,min_max,0.6,0.8,79,21
7,min_max,0.6,0.9,152,36
7,min_max,0.6,1.0,161,39
7,min_max,0.7,0.1,84,17
7,min_max,0.7,0.2,120,35
7,min_max,0.7,0.3,79,21
7,min_max,0.7,0.4,157,43
7,min_max,0.7,0.5,157,43
7,min_max,0.7,0.6,161,39
7,min_max,0.7,0.7,161,39
7,min_max,0.7,0.8,157,43
7,min_max,0.7,0.9,79,21
7,min_max,0.7,1.0,157,43
7,min_max,0.8,0.1,84,18
7,min_max,0.8,0.2,126,31
7,min_max,0.8,0.3,161,39
7,min_max,0.8,0.4,161,39
7,min_max,0.8,0.5,161,39
7,min_max,0.8,0.6,162,38
7,min_max,0.8,0.7,157,43
7,min_max,0.8,0.8,162,38
7,min_max,0.8,0.9,157,43
7,min_max,0.8,1.0,159,38
7,min_max,0.9,0.1,79,21
7,min_max,0.9,0.2,157,43
7,min_max,0.9,0.3,101,24
7,min_max,0.9,0.4,111,27
7,min_max,0.9,0.5,161,39
7,min_max,0.9,0.6,83,17
7,min_max,0.9,0.7,162,38
7,min_max,0.9,0.8,161,39
7,min_max,0.9,0.9,157,43
7,min_max,0.9,1.0,157,43
7,min_max,1.0,0.1,46,14
7,min_max,1.0,0.2,157,43
