k_folds,norm,eta,lambda,train loss,test loss
2,min_max,0.1,0.1,78,21,79,21,48,14,79,21
2,min_max,0.1,0.2,79,21,79,21,79,21,32,8
2,min_max,0.1,0.3,39,6,79,21,79,21,98,26
2,min_max,0.1,0.4,50,13,76,16,79,21,119,36
2,min_max,0.1,0.5,98,25,79,21,86,18,86,24
2,min_max,0.1,0.6,79,21,161,39,114,26,157,37
2,min_max,0.1,0.7,79,21,83,17,158,38,83,17
2,min_max,0.1,0.8,128,36,161,39,151,43,79,21
2,min_max,0.1,0.9,162,38,161,39,62,16,84,23
2,min_max,0.1,1.0,82,23,92,27,101,23,79,21
2,min_max,0.2,0.1,51,15,161,39,43,10,79,21
2,min_max,0.2,0.2,38,11,82,22,79,21,45,12
2,min_max,0.2,0.3,87,24,83,17,158,38,112,25
2,min_max,0.2,0.4,62,18,79,21,159,38,79,21
2,min_max,0.2,0.5,157,43,161,39,124,36,160,38
2,min_max,0.2,0.6,111,32,146,34,152,41,162,38
2,min_max,0.2,0.7,157,43,79,21,122,35,161,39
2,min_max,0.2,0.8,40,14,79,21,161,39,159,38
2,min_max,0.2,0.9,157,43,161,39,157,43,157,43
2,min_max,0.2,1.0,79,21,129,29,157,43,162,38
2,min_max,0.3,0.1,79,21,79,21,92,20,79,21
2,min_max,0.3,0.2,127,36,79,21,79,21,114,30
2,min_max,0.3,0.3,107,29,83,25,162,38,80,21
2,min_max,0.3,0.4,136,40,145,37,79,21,159,37
2,min_max,0.3,0.5,157,43,118,35,161,39,157,43
2,min_max,0.3,0.6,162,38,162,38,161,39,156,43
2,min_max,0.3,0.7,162,38,157,43,161,39,156,43
2,min_max,0.3,0.8,158,38,162,38,138,41,157,43
2,min_max,0.3,0.9,149,43,86,19,152,37,162,38
2,min_max,0.3,1.0,162,38,157,43,157,43,161,39
2,min_max,0.4,0.1,79,21,79,23,83,17,156,43
2,min_max,0.4,0.2,143,34,85,23,157,43,162,38
2,min_max,0.4,0.3,156,43,157,43,114,29,144,35
2,min_max,0.4,0.4,97,25,161,39,161,39,157,43
2,min_max,0.4,0.5,152,34,157,43,161,39,161,39
2,min_max,0.4,0.6,116,24,161,39,102,26,157,43
2,min_max,0.4,0.7,161,39,114,25,162,38,157,43
2,min_max,0.4,0.8,157,43,79,21,162,38,84,22
2,min_max,0.4,0.9,157,43,162,38,161,39,157,43
2,min_max,0.4,1.0,161,39,157,43,157,43,145,41
2,min_max,0.5,0.1,143,39,89,18,77,21,84,18
2,min_max,0.5,0.2,161,39,79,21,79,21,157,43
2,min_max,0.5,0.3,161,39,124,31,162,38,116,32
2,min_max,0.5,0.4,97,24,82,23,103,26,79,21
2,min_max,0.5,0.5,157,43,106,33,79,22,161,39
2,min_max,0.5,0.6,157,43,79,21,157,43,162,38
2,min_max,0.5,0.7,162,38,161,39,157,43,162,38
2,min_max,0.5,0.8,157,43,161,39,99,21,161,39
2,min_max,0.5,0.9,157,43,157,43,161,39,162,38
2,min_max,0.5,1.0,157,43,157,43,157,43,133,37
2,min_max,0.6,0.1,79,21,78,21,86,23,101,20
2,min_max,0.6,0.2,79,21,157,43,157,43,83,17
2,min_max,0.6,0.3,161,39,162,38,161,39,157,43
2,min_max,0.6,0.4,157,43,93,18,80,21,162,38
2,min_max,0.6,0.5,79,21,147,40,158,38,110,24
2,min_max,0.6,0.6,161,39,128,34,161,39,79,21
2,min_max,0.6,0.7,161,39,147,36,161,39,162,38
2,min_max,0.6,0.8,160,39,161,39,157,43,80,22
2,min_max,0.6,0.9,161,39,157,43,161,39,162,38
2,min_max,0.6,1.0,162,38,81,21,145,41,157,43
2,min_max,0.7,0.1,157,43,146,36,79,21,79,22
2,min_max,0.7,0.2,161,39,80,22,84,23,161,39
2,min_max,0.7,0.3,157,43,161,39,145,38,132,31
2,min_max,0.7,0.4,161,39,161,39,157,43,159,37
2,min_max,0.7,0.5,162,38,148,43,133,34,161,39
2,min_max,0.7,0.6,135,33,162,38,157,43,141,35
2,min_max,0.7,0.7,157,43,157,43,161,38,116,34
2,min_max,0.7,0.8,162,38,161,39,157,43,135,40
2,min_max,0.7,0.9,161,39,128,29,161,39,161,39
2,min_max,0.7,1.0,162,38,157,43,162,38,156,43
2,min_max,0.8,0.1,161,39,83,23,79,21,86,26
2,min_max,0.8,0.2,144,34,157,43,157,43,79,21
2,min_max,0.8,0.3,161,39,157,43,162,38,139,41
2,min_max,0.8,0.4,157,43,162,38,157,43,153,41
2,min_max,0.8,0.5,122,34,157,43,161,39,157,43
2,min_max,0.8,0.6,161,39,161,39,157,43,162,38
2,min_max,0.8,0.7,162,38,157,43,157,43,157,43
2,min_max,0.8,0.8,161,39,81,23,157,43,157,43
2,min_max,0.8,0.9,157,43,157,43,118,26,161,39
2,min_max,0.8,1.0,161,39,157,43,161,39,157,43
2,min_max,0.9,0.1,79,21,157,43,161,39,157,43
2,min_max,0.9,0.2,157,43,157,43,79,21,157,43
2,min_max,0.9,0.3,157,43,103,22,162,38,145,34
2,min_max,0.9,0.4,83,24,157,43,161,39,161,39
2,min_max,0.9,0.5,158,38,161,39,157,43,162,38
2,min_max,0.9,0.6,161,39,161,39,162,38,161,39
2,min_max,0.9,0.7,157,43,161,39,161,39,162,38
2,min_max,0.9,0.8,96,26,157,43,157,43,161,39
2,min_max,0.9,0.9,157,43,162,38,157,43,157,43
2,min_max,0.9,1.0,157,43,161,39,161,39,157,43
2,min_max,1.0,0.1,148,40,135,39,91,28,161,39
2,min_max,1.0,0.2,104,31,157,43,79,21,162,38
2,min_max,1.0,0.3,146,36,157,43,157,43,79,21
2,min_max,1.0,0.4,162,38,161,39,157,43,157,43
2,min_max,1.0,0.5,116,31,160,39,161,39,157,43
2,min_max,1.0,0.6,85,24,157,43,91,23,157,43
2,min_max,1.0,0.7,162,38,162,38,157,43,83,22
2,min_max,1.0,0.8,161,39,157,43,157,43,161,39
2,min_max,1.0,0.9,162,38,162,38,161,39,162,38
2,min_max,1.0,1.0,157,43,161,39,157,43,161,39
2,z_score,0.1,0.1,38,7,43,13,46,7,37,6
2,z_score,0.1,0.2,53,14,46,7,42,6,40,11
2,z_score,0.1,0.3,41,10,46,10,47,11,39,10
2,z_score,0.1,0.4,52,12,50,13,70,20,45,10
2,z_score,0.1,0.5,52,10,55,14,50,9,75,21
2,z_score,0.1,0.6,63,16,54,12,77,19,61,15
2,z_score,0.1,0.7,47,13,56,17,55,15,55,17
2,z_score,0.1,0.8,63,17,48,13,52,10,62,20
2,z_score,0.1,0.9,77,21,59,8,62,14,79,21
2,z_score,0.1,1.0,42,14,75,16,67,19,52,15
2,z_score,0.2,0.1,31,9,46,10,58,13,42,11
2,z_score,0.2,0.2,64,14,38,5,48,9,63,19
2,z_score,0.2,0.3,55,12,76,21,53,15,51,10
2,z_score,0.2,0.4,46,15,65,15,47,10,81,16
2,z_score,0.2,0.5,50,11,52,16,71,16,48,11
2,z_score,0.2,0.6,51,12,63,18,53,14,60,15
2,z_score,0.2,0.7,78,21,78,21,65,14,59,15
2,z_score,0.2,0.8,79,21,81,21,83,19,80,21
2,z_score,0.2,0.9,77,21,39,5,88,21,77,21
2,z_score,0.2,1.0,80,22,59,15,106,23,64,18
2,z_score,0.3,0.1,59,11,38,11,43,8,40,9
2,z_score,0.3,0.2,51,14,48,9,53,6,47,12
2,z_score,0.3,0.3,62,17,43,8,65,11,55,10
2,z_score,0.3,0.4,53,17,65,16,73,16,68,16
2,z_score,0.3,0.5,59,10,67,21,50,9,73,18
2,z_score,0.3,0.6,58,12,49,10,79,17,66,16
2,z_score,0.3,0.7,77,20,77,21,103,26,79,22
2,z_score,0.3,0.8,78,22,73,18,77,17,105,20
2,z_score,0.3,0.9,65,17,55,15,71,21,74,21
2,z_score,0.3,1.0,105,23,81,21,66,13,109,24
2,z_score,0.4,0.1,49,14,48,13,52,12,58,17
2,z_score,0.4,0.2,89,17,55,16,62,14,42,10
2,z_score,0.4,0.3,67,18,64,20,77,21,77,20
2,z_score,0.4,0.4,79,21,59,18,76,21,65,17
2,z_score,0.4,0.5,60,12,91,26,79,21,75,23
2,z_score,0.4,0.6,87,24,105,20,74,22,75,20
2,z_score,0.4,0.7,77,18,93,19,113,25,68,20
2,z_score,0.4,0.8,79,21,43,12,80,18,100,22
2,z_score,0.4,0.9,79,20,86,23,77,21,93,19
2,z_score,0.4,1.0,65,12,51,11,82,16,92,18
2,z_score,0.5,0.1,45,12,70,19,78,18,87,20
2,z_score,0.5,0.2,72,21,55,14,55,15,64,16
2,z_score,0.5,0.3,64,18,101,19,89,18,125,31
2,z_score,0.5,0.4,81,15,78,18,91,20,116,26
2,z_score,0.5,0.5,90,29,117,25,110,25,80,21
2,z_score,0.5,0.6,79,21,71,12,91,19,107,27
2,z_score,0.5,0.7,116,27,79,21,84,19,93,25
2,z_score,0.5,0.8,93,19,79,22,80,21,156,43
2,z_score,0.5,0.9,119,26,78,21,41,9,86,22
2,z_score,0.5,1.0,104,28,171,39,81,23,71,16
2,z_score,0.6,0.1,42,9,48,13,45,11,116,32
2,z_score,0.6,0.2,78,21,64,16,94,20,41,12
2,z_score,0.6,0.3,79,21,60,20,108,24,79,15
2,z_score,0.6,0.4,88,20,39,11,85,22,104,21
2,z_score,0.6,0.5,67,20,140,40,79,21,80,22
2,z_score,0.6,0.6,133,37,64,16,139,39,54,10
2,z_score,0.6,0.7,81,20,125,35,99,23,87,21
2,z_score,0.6,0.8,94,23,84,17,108,31,64,17
2,z_score,0.6,0.9,84,24,134,30,101,29,112,25
2,z_score,0.6,1.0,66,11,82,19,80,22,123,34
2,z_score,0.7,0.1,49,9,55,8,42,12,90,18
2,z_score,0.7,0.2,105,23,64,14,62,18,64,18
2,z_score,0.7,0.3,77,21,62,14,50,14,53,11
2,z_score,0.7,0.4,99,21,65,20,59,19,122,28
2,z_score,0.7,0.5,64,17,84,23,103,23,147,33
2,z_score,0.7,0.6,88,19,115,32,141,40,66,15
2,z_score,0.7,0.7,89,20,90,25,156,43,116,31
2,z_score,0.7,0.8,94,21,120,35,92,19,155,43
2,z_score,0.7,0.9,79,21,98,24,72,23,119,28
