k_folds,norm,eta,train loss,test loss
2,min_max,0.01,18,7,12,3,12,5,12,5
2,min_max,0.02,10,4,20,3,22,9,13,7
2,min_max,0.03,11,4,12,4,17,2,11,3
2,min_max,0.04,20,2,15,7,10,4,11,4
2,min_max,0.05,18,2,11,3,8,4,21,9
2,min_max,0.06,24,9,11,4,14,7,11,3
2,min_max,0.07,22,4,9,4,9,4,19,7
2,min_max,0.08,14,7,8,4,16,7,8,4
2,min_max,0.09,9,4,10,3,23,10,20,2
2,min_max,0.1,9,4,8,4,12,5,18,2
2,min_max,0.11,12,4,12,5,19,2,11,4
2,min_max,0.12,10,4,9,4,15,7,24,5
2,min_max,0.13,30,6,19,9,14,7,8,4
2,min_max,0.14,13,4,8,4,28,8,14,7
2,min_max,0.15,20,8,11,4,21,3,11,4
2,min_max,0.16,18,2,11,2,12,5,8,4
2,min_max,0.17,10,4,9,4,10,4,9,4
2,min_max,0.18,9,4,9,3,12,5,12,4
2,min_max,0.19,22,4,12,5,12,7,13,3
2,min_max,0.2,23,9,8,4,11,5,12,4
2,min_max,0.21,9,4,11,2,8,4,10,3
2,min_max,0.22,10,4,27,10,12,5,23,9
2,min_max,0.23,13,6,11,4,15,6,8,4
2,min_max,0.24,17,2,9,4,12,5,19,2
2,min_max,0.25,12,4,11,5,11,4,23,4
2,min_max,0.26,13,7,20,2,10,4,10,5
2,min_max,0.27,19,2,11,4,8,4,21,3
2,min_max,0.28,11,2,12,5,14,2,12,5
2,min_max,0.29,23,10,19,2,11,4,15,7
2,min_max,0.3,11,4,12,5,12,2,15,7
2,min_max,0.31,12,4,10,4,9,4,12,3
2,min_max,0.32,19,2,11,4,11,4,10,4
2,min_max,0.33,14,2,11,2,9,4,16,2
2,min_max,0.34,7,4,11,4,15,7,12,2
2,min_max,0.35,10,4,8,4,12,5,18,2
2,min_max,0.36,10,3,9,4,13,3,14,3
2,min_max,0.37,11,4,11,5,10,4,18,2
2,min_max,0.38,10,4,13,5,10,4,10,4
2,min_max,0.39,10,4,19,2,10,4,10,4
2,min_max,0.4,10,4,15,2,13,3,12,5
2,min_max,0.41,15,2,20,2,9,4,26,6
2,min_max,0.42,12,3,11,5,12,3,12,4
2,min_max,0.43,19,3,14,3,9,4,13,3
2,min_max,0.44,11,4,12,7,25,5,11,2
2,min_max,0.45,17,2,9,4,14,2,13,4
2,min_max,0.46,11,3,11,2,11,5,11,4
2,min_max,0.47,18,2,13,6,11,4,34,4
2,min_max,0.48,10,4,10,4,10,4,14,3
2,min_max,0.49,18,2,19,7,12,5,26,5
2,min_max,0.5,9,4,18,2,23,4,15,2
2,min_max,0.51,15,2,15,2,8,4,17,2
2,min_max,0.52,12,2,15,6,20,2,14,2
2,min_max,0.53,13,2,10,3,14,3,17,8
2,min_max,0.54,8,4,12,6,11,5,12,7
2,min_max,0.55,18,2,17,2,12,2,9,4
2,min_max,0.56,9,4,14,4,20,2,10,4
2,min_max,0.57,7,4,13,2,11,3,7,4
2,min_max,0.58,13,3,12,5,15,8,16,7
2,min_max,0.59,11,3,11,4,9,4,12,4
2,min_max,0.6,10,3,14,7,11,3,19,2
2,min_max,0.61,11,2,9,4,13,5,9,4
2,min_max,0.62,16,2,16,2,10,4,11,2
2,min_max,0.63,19,3,12,6,13,3,24,5
2,min_max,0.64,11,3,15,2,11,3,15,2
2,min_max,0.65,11,6,10,4,10,5,20,2
2,min_max,0.66,11,5,12,4,18,9,13,7
2,min_max,0.67,10,4,10,4,22,4,17,2
2,min_max,0.68,12,5,21,3,18,2,40,9
2,min_max,0.69,12,4,16,3,14,2,11,4
2,min_max,0.7,16,8,16,2,13,5,9,4
2,min_max,0.71,14,2,12,3,18,2,8,4
2,min_max,0.72,9,4,8,4,11,5,12,4
2,min_max,0.73,10,4,14,7,10,4,10,5
2,min_max,0.74,15,2,12,5,11,4,27,10
2,min_max,0.75,15,3,18,2,11,3,9,4
2,min_max,0.76,20,2,11,3,10,4,16,7
2,min_max,0.77,21,9,21,3,10,4,11,4
2,min_max,0.78,11,3,12,3,14,3,8,4
2,min_max,0.79,10,4,15,3,12,3,14,6
2,min_max,0.8,10,4,11,4,12,5,9,4
2,min_max,0.81,12,2,19,2,20,3,15,2
2,min_max,0.82,11,4,16,7,12,5,26,8
2,min_max,0.83,20,11,10,4,9,4,13,3
2,min_max,0.84,8,4,15,3,11,5,19,2
2,min_max,0.85,12,3,13,6,27,6,11,4
2,min_max,0.86,16,2,16,2,8,4,19,3
2,min_max,0.87,11,4,21,2,12,5,29,9
2,min_max,0.88,8,4,16,3,13,4,23,2
2,min_max,0.89,27,6,12,4,12,2,11,5
2,min_max,0.9,11,5,9,4,21,2,14,6
2,min_max,0.91,11,3,17,2,12,2,30,11
2,min_max,0.92,16,3,12,5,9,4,11,4
2,min_max,0.93,8,4,18,8,11,4,12,3
2,min_max,0.94,16,8,10,4,14,7,18,2
2,min_max,0.95,16,2,18,2,22,2,9,4
2,min_max,0.96,19,4,16,3,12,3,14,6
2,min_max,0.97,13,2,9,4,10,5,12,4
2,min_max,0.98,25,5,20,9,15,7,12,5
2,min_max,0.99,23,4,16,7,12,5,13,2
2,min_max,1.0,12,3,19,2,26,4,10,4
2,z_score,0.01,13,2,10,4,12,4,9,3
2,z_score,0.02,13,6,14,3,14,4,13,7
2,z_score,0.03,12,2,10,3,9,3,11,6
2,z_score,0.04,8,4,16,2,10,2,17,2
2,z_score,0.05,11,3,13,4,17,2,13,3
2,z_score,0.06,12,2,7,3,12,4,8,4
2,z_score,0.07,12,4,12,6,15,3,13,3
2,z_score,0.08,10,5,11,5,9,6,11,3
2,z_score,0.09,8,4,8,3,12,5,8,4
2,z_score,0.1,11,3,10,4,9,4,8,4
2,z_score,0.11,9,4,10,4,10,2,10,3
2,z_score,0.12,9,4,14,4,10,4,9,4
2,z_score,0.13,9,3,14,3,15,3,14,5
2,z_score,0.14,12,2,18,3,10,4,10,3
2,z_score,0.15,9,3,13,4,11,3,13,4
2,z_score,0.16,9,5,12,4,12,5,8,4
2,z_score,0.17,9,4,9,3,16,3,10,4
2,z_score,0.18,10,4,11,4,12,3,10,3
2,z_score,0.19,15,2,11,3,10,4,9,4
2,z_score,0.2,10,3,15,2,8,5,12,2
2,z_score,0.21,7,4,13,6,13,6,8,4
2,z_score,0.22,10,3,13,3,11,4,14,6
2,z_score,0.23,11,3,11,5,13,4,13,3
2,z_score,0.24,11,3,14,5,12,3,13,2
2,z_score,0.25,11,4,12,2,16,2,7,3
2,z_score,0.26,15,3,8,3,10,4,10,4
2,z_score,0.27,11,6,12,4,13,4,16,5
2,z_score,0.28,17,5,15,2,10,3,11,3
2,z_score,0.29,9,3,9,2,12,6,11,4
2,z_score,0.3,10,3,13,3,9,4,12,3
2,z_score,0.31,12,4,9,3,12,4,12,2
2,z_score,0.32,14,3,13,5,12,6,11,3
2,z_score,0.33,10,2,13,3,12,3,10,4
2,z_score,0.34,16,2,10,3,11,4,9,4
2,z_score,0.35,10,4,14,2,6,4,9,4
2,z_score,0.36,8,4,8,4,15,2,15,2
2,z_score,0.37,10,3,6,3,11,3,9,4
2,z_score,0.38,10,3,11,2,12,7,11,3
2,z_score,0.39,11,3,11,4,11,5,8,4
2,z_score,0.4,12,4,8,4,8,4,9,2
2,z_score,0.41,11,3,14,3,9,4,13,5
2,z_score,0.42,10,3,13,3,14,3,13,2
2,z_score,0.43,12,4,11,4,9,3,11,4
2,z_score,0.44,7,4,8,4,9,3,10,4
2,z_score,0.45,15,3,13,5,9,4,9,2
2,z_score,0.46,13,7,11,2,12,6,13,4
2,z_score,0.47,8,5,12,3,11,4,6,3
