k_folds,norm,eta,train loss,test loss
2,min_max,0.01,14,2,16,8,10,4,8,4
2,min_max,0.02,16,3,9,4,12,3,22,3
2,min_max,0.03,9,3,22,3,18,2,18,8
2,min_max,0.04,20,2,11,3,18,2,16,7
2,min_max,0.05,19,2,20,2,19,2,16,2
2,min_max,0.06,20,6,18,2,20,8,28,11
2,min_max,0.07,9,4,20,3,10,4,11,4
2,min_max,0.08,19,2,10,4,16,2,10,4
2,min_max,0.09,17,7,18,2,7,4,12,2
2,min_max,0.1,16,2,11,3,8,4,16,3
2,min_max,0.11,9,4,12,5,10,4,13,2
2,min_max,0.12,14,2,18,8,12,2,11,4
2,min_max,0.13,9,4,12,3,13,5,13,2
2,min_max,0.14,12,4,10,4,12,5,15,2
2,min_max,0.15,17,7,13,3,10,4,15,2
2,min_max,0.16,16,2,8,4,14,2,17,8
2,min_max,0.17,12,4,11,4,22,4,19,8
2,min_max,0.18,14,2,13,3,12,4,11,4
2,min_max,0.19,11,4,23,11,19,2,9,4
2,min_max,0.2,8,4,13,2,8,4,11,5
2,min_max,0.21,8,4,11,4,11,4,9,4
2,min_max,0.22,17,6,10,4,19,2,11,3
2,min_max,0.23,11,4,7,4,10,4,20,8
2,min_max,0.24,14,3,19,2,15,3,20,2
2,min_max,0.25,11,2,15,2,9,6,10,4
2,min_max,0.26,17,2,18,8,18,2,11,3
2,min_max,0.27,12,3,19,3,11,4,35,7
2,min_max,0.28,11,4,20,3,17,3,12,3
2,min_max,0.29,15,7,35,8,11,5,15,2
2,min_max,0.3,17,2,11,4,10,4,11,4
2,min_max,0.31,11,4,11,5,22,3,14,2
2,min_max,0.32,13,7,8,4,22,5,19,8
2,min_max,0.33,12,2,16,2,9,4,10,4
2,min_max,0.34,9,4,12,5,23,3,23,4
2,min_max,0.35,12,5,13,5,9,4,22,9
2,min_max,0.36,23,11,9,4,10,4,22,2
2,min_max,0.37,21,3,25,4,12,3,14,2
2,min_max,0.38,15,7,15,5,9,4,14,2
2,min_max,0.39,8,4,21,9,14,7,12,5
2,min_max,0.4,11,4,10,5,11,5,11,4
2,min_max,0.41,9,4,11,3,12,5,18,2
2,min_max,0.42,12,3,11,3,10,3,22,3
2,min_max,0.43,19,2,16,6,10,4,14,2
2,min_max,0.44,19,2,18,2,13,5,19,3
2,min_max,0.45,8,4,12,5,19,2,11,4
2,min_max,0.46,16,2,11,5,9,4,12,5
2,min_max,0.47,8,4,20,9,18,3,10,3
2,min_max,0.48,11,4,12,5,18,8,12,3
2,min_max,0.49,10,5,18,8,10,4,10,4
2,min_max,0.5,14,3,17,2,12,5,8,4
2,min_max,0.51,20,2,11,4,11,4,25,3
2,min_max,0.52,13,2,19,2,10,4,18,2
2,min_max,0.53,11,3,10,4,16,2,13,3
2,min_max,0.54,10,2,16,7,19,4,8,4
2,min_max,0.55,12,5,12,2,17,2,10,5
2,min_max,0.56,25,2,8,4,12,3,20,7
2,min_max,0.57,11,4,13,4,15,7,11,4
2,min_max,0.58,8,4,10,4,8,4,12,2
2,min_max,0.59,10,4,20,3,24,3,9,4
2,min_max,0.6,15,2,8,4,7,4,9,4
2,min_max,0.61,9,4,18,8,15,7,10,4
2,min_max,0.62,12,3,10,4,19,2,10,4
2,min_max,0.63,11,4,17,2,21,10,8,4
2,min_max,0.64,22,3,9,4,11,4,11,2
2,min_max,0.65,10,4,11,5,8,4,11,4
2,min_max,0.66,15,3,16,2,7,4,11,4
2,min_max,0.67,11,5,13,7,11,5,15,7
2,min_max,0.68,11,4,18,2,10,4,16,2
2,min_max,0.69,12,3,9,4,14,3,14,3
2,min_max,0.7,19,3,14,2,9,4,26,6
2,min_max,0.71,9,4,10,4,14,2,10,4
2,min_max,0.72,12,4,18,2,11,5,10,4
2,min_max,0.73,20,2,9,4,12,2,16,8
2,min_max,0.74,12,5,17,2,7,4,8,4
2,min_max,0.75,18,2,22,9,10,4,11,4
2,min_max,0.76,13,2,16,2,18,2,12,2
2,min_max,0.77,13,5,26,4,11,4,13,3
2,min_max,0.78,9,4,9,4,21,3,25,4
2,min_max,0.79,11,2,15,2,20,9,15,2
2,min_max,0.8,12,5,10,4,11,3,8,4
2,min_max,0.81,10,3,12,2,10,4,13,2
2,min_max,0.82,26,10,13,2,11,4,15,2
2,min_max,0.83,10,4,14,4,15,3,14,6
2,min_max,0.84,18,2,18,2,17,3,11,4
2,min_max,0.85,14,6,12,5,11,4,19,2
2,min_max,0.86,7,4,15,3,13,6,9,4
2,min_max,0.87,22,8,9,4,14,7,24,12
2,min_max,0.88,13,3,14,2,8,4,12,2
2,min_max,0.89,12,5,12,4,11,5,12,3
2,min_max,0.9,12,4,10,4,14,7,20,3
2,min_max,0.91,18,2,9,4,14,3,14,5
2,min_max,0.92,17,8,18,2,9,4,13,5
2,min_max,0.93,9,4,12,6,15,2,21,3
2,min_max,0.94,11,5,14,2,19,3,15,2
2,min_max,0.95,16,2,19,2,13,2,18,2
2,min_max,0.96,22,4,11,3,20,2,17,2
2,min_max,0.97,12,5,29,6,15,2,13,3
2,min_max,0.98,11,5,7,4,17,2,10,4
2,min_max,0.99,10,4,16,2,17,2,13,3
2,min_max,1.0,12,7,9,4,20,2,19,2
2,z_score,0.01,10,4,10,2,9,5,15,3
2,z_score,0.02,11,6,13,5,12,4,10,6
2,z_score,0.03,11,6,12,2,9,2,10,3
2,z_score,0.04,12,4,12,4,13,2,14,2
2,z_score,0.05,14,2,14,4,12,7,11,4
2,z_score,0.06,9,4,13,6,10,4,7,4
2,z_score,0.07,13,3,13,4,16,2,13,8
2,z_score,0.08,8,3,8,4,12,3,11,2
2,z_score,0.09,8,3,11,3,7,4,13,2
2,z_score,0.1,11,3,9,5,8,4,10,4
2,z_score,0.11,8,4,9,4,10,4,14,3
2,z_score,0.12,10,2,16,3,14,3,8,4
2,z_score,0.13,8,4,10,2,10,2,11,4
2,z_score,0.14,10,4,11,5,12,4,11,4
2,z_score,0.15,14,3,10,6,10,4,12,3
2,z_score,0.16,10,3,9,2,15,3,6,3
2,z_score,0.17,12,5,9,4,10,4,9,3
2,z_score,0.18,12,3,12,2,10,3,15,3
2,z_score,0.19,14,3,11,4,12,4,9,3
2,z_score,0.2,19,3,14,3,7,3,16,3
2,z_score,0.21,10,2,6,3,13,3,14,3
2,z_score,0.22,11,2,10,6,12,5,9,4
2,z_score,0.23,11,6,11,4,11,4,13,6
2,z_score,0.24,6,4,9,4,17,3,11,4
2,z_score,0.25,20,3,10,3,15,3,9,2
2,z_score,0.26,15,4,12,4,12,2,13,2
2,z_score,0.27,14,4,9,5,10,4,13,3
2,z_score,0.28,12,4,12,6,8,4,15,3
2,z_score,0.29,9,2,9,5,12,3,9,3
2,z_score,0.3,13,6,8,3,15,2,9,3
2,z_score,0.31,13,3,8,3,15,3,14,3
2,z_score,0.32,12,6,12,3,13,5,10,4
2,z_score,0.33,11,2,10,4,9,4,11,5
2,z_score,0.34,6,4,11,4,11,4,9,2
2,z_score,0.35,10,4,13,3,9,5,14,3
2,z_score,0.36,11,2,12,3,11,3,8,4
2,z_score,0.37,6,3,9,4,9,3,12,3
2,z_score,0.38,9,4,14,4,11,3,15,3
2,z_score,0.39,10,3,10,4,9,3,9,4
2,z_score,0.4,19,2,13,3,8,4,17,3
2,z_score,0.41,11,2,9,6,13,4,13,4
2,z_score,0.42,10,4,14,3,8,5,14,3
2,z_score,0.43,11,6,11,5,12,6,12,3
2,z_score,0.44,8,3,14,3,11,2,9,4
2,z_score,0.45,11,3,11,4,12,2,8,5
2,z_score,0.46,9,4,7,3,12,3,18,3
2,z_score,0.47,15,3,10,2,12,3,9,4
2,z_score,0.48,11,3,11,3,7,3,12,6
2,z_score,0.49,16,3,8,3,8,4,13,3
2,z_score,0.5,11,4,16,2,8,3,10,4
2,z_score,0.51,14,4,8,4,14,3,10,3
2,z_score,0.52,10,3,10,5,10,2,7,3
2,z_score,0.53,11,3,16,2,17,2,8,4
2,z_score,0.54,9,2,15,3,13,5,10,4
2,z_score,0.55,8,4,13,4,12,5,14,6
2,z_score,0.56,14,3,10,4,14,5,9,4
2,z_score,0.57,10,3,10,2,10,3,5,3
2,z_score,0.58,13,2,8,4,9,4,11,4
2,z_score,0.59,8,4,11,3,9,4,12,6
2,z_score,0.6,12,3,8,3,10,3,10,5
2,z_score,0.61,12,4,15,2,12,3,11,2
2,z_score,0.62,10,3,16,2,14,5,7,4
2,z_score,0.63,10,3,10,4,11,2,14,3
2,z_score,0.64,14,5,11,4,13,4,11,3
2,z_score,0.65,12,3,12,3,12,4,10,4
2,z_score,0.66,13,5,10,4,15,2,9,5
2,z_score,0.67,14,3,16,3,10,4,9,3
2,z_score,0.68,7,4,9,5,12,3,14,4
2,z_score,0.69,13,5,13,6,9,3,12,6
2,z_score,0.7,14,3,12,3,13,4,11,3
2,z_score,0.71,12,4,9,4,16,2,8,3
2,z_score,0.72,10,4,10,3,13,2,11,3
2,z_score,0.73,13,5,10,3,12,3,11,2
2,z_score,0.74,9,4,12,3,14,2,6,3
2,z_score,0.75,10,3,11,3,10,3,11,3
2,z_score,0.76,9,5,15,3,13,3,15,6
2,z_score,0.77,13,3,12,4,12,3,13,4
2,z_score,0.78,13,2,12,4,11,3,14,2
2,z_score,0.79,12,2,11,4,14,3,10,2
2,z_score,0.8,12,5,17,6,8,4,13,6
2,z_score,0.81,9,4,11,3,10,5,11,4
2,z_score,0.82,15,6,13,3,14,7,12,2
2,z_score,0.83,12,4,9,4,11,3,16,2
2,z_score,0.84,10,6,10,4,11,3,11,4
2,z_score,0.85,12,3,13,4,13,4,12,4
2,z_score,0.86,9,4,15,2,12,5,8,3
2,z_score,0.87,8,4,8,3,9,4,13,3
2,z_score,0.88,11,2,12,2,10,3,9,3
2,z_score,0.89,10,4,12,3,12,5,14,3
2,z_score,0.9,8,3,10,2,10,4,13,4
2,z_score,0.91,10,4,7,4,8,4,13,2
2,z_score,0.92,13,5,12,2,12,4,11,4
2,z_score,0.93,8,4,9,4,13,4,14,3
2,z_score,0.94,13,2,12,4,9,3,10,3
2,z_score,0.95,10,4,13,3,11,2,12,6
2,z_score,0.96,13,4,15,4,12,6,14,4
2,z_score,0.97,7,4,12,4,12,4,11,3
2,z_score,0.98,11,5,13,3,9,3,14,4
2,z_score,0.99,12,6,18,3,12,3,10,4
2,z_score,1.0,15,3,17,3,11,6,10,4
2,none,0.01,138,35,79,22,84,17,85,17
2,none,0.02,84,17,124,29,149,38,79,22
2,none,0.03,79,21,120,30,150,39,79,22
2,none,0.04,148,36,69,22,56,10,85,26
2,none,0.05,80,22,161,39,132,37,79,21
2,none,0.06,160,38,80,22,160,38,161,38
2,none,0.07,82,17,161,39,155,43,104,22
2,none,0.08,161,39,161,39,157,43,162,38
2,none,0.09,82,27,92,23,129,32,80,22
2,none,0.1,137,38,94,25,109,34,79,22
2,none,0.11,161,39,79,22,137,35,162,38
2,none,0.12,83,24,150,38,141,33,156,43
2,none,0.13,85,25,143,38,86,24,96,25
2,none,0.14,155,36,79,22,161,39,79,22
2,none,0.15,110,28,57,18,160,38,79,23
2,none,0.16,82,23,156,43,81,22,136,33
2,none,0.17,161,39,145,36,100,26,127,30
2,none,0.18,161,38,79,22,144,38,81,23
2,none,0.19,156,37,81,23,99,25,81,23
2,none,0.2,148,36,92,24,81,22,157,43
2,none,0.21,128,33,127,37,120,27,161,39
2,none,0.22,157,43,144,36,81,22,155,43
2,none,0.23,92,24,162,38,161,39,162,38
2,none,0.24,157,43,161,39,82,23,150,36
2,none,0.25,76,21,96,26,113,33,93,24
2,none,0.26,162,38,153,43,82,23,99,28
2,none,0.27,160,39,85,23,99,23,160,38
2,none,0.28,162,38,112,36,161,39,134,39
2,none,0.29,82,23,69,22,160,38,133,32
2,none,0.3,86,18,154,43,80,22,94,28
2,none,0.31,161,39,64,14,153,36,126,37
2,none,0.32,137,32,154,43,107,28,113,35
2,none,0.33,161,39,150,37,160,38,156,36
2,none,0.34,161,39,107,29,161,39,80,22
2,none,0.35,95,28,157,43,118,35,114,27
2,none,0.36,129,37,162,38,143,34,156,36
2,none,0.37,107,29,156,43,84,25,157,43
2,none,0.38,79,22,139,38,120,31,103,26
2,none,0.39,144,36,81,23,123,32,160,39
2,none,0.4,156,43,80,22,155,36,108,35
2,none,0.41,134,32,85,25,161,39,157,43
2,none,0.42,91,24,144,39,87,17,102,23
2,none,0.43,161,39,79,22,79,22,154,37
2,none,0.44,126,31,80,22,161,38,103,26
2,none,0.45,162,38,159,37,87,24,122,31
2,none,0.46,99,18,162,38,80,22,162,38
2,none,0.47,152,36,79,22,111,30,79,22
2,none,0.48,131,32,161,39,135,32,81,23
2,none,0.49,94,25,81,23,83,17,69,20
2,none,0.5,124,31,118,30,81,22,85,25
2,none,0.51,102,19,93,22,138,34,161,39
2,none,0.52,80,22,161,38,124,36,108,26
2,none,0.53,116,35,101,29,79,22,115,25
2,none,0.54,157,43,84,23,84,23,108,34
2,none,0.55,152,36,148,40,79,22,58,17
2,none,0.56,162,38,84,18,111,25,162,38
2,none,0.57,161,39,80,22,96,27,80,16
2,none,0.58,157,43,146,41,159,37,136,33
2,none,0.59,91,24,79,22,83,24,79,22
2,none,0.6,75,22,150,38,140,35,99,25
2,none,0.61,103,28,161,39,84,25,160,39
2,none,0.62,103,19,141,34,79,16,161,39
2,none,0.63,82,23,105,27,161,39,104,26
2,none,0.64,161,38,106,34,92,24,162,38
2,none,0.65,157,43,79,22,69,24,156,43
2,none,0.66,86,20,122,37,80,22,126,35
2,none,0.67,144,36,95,18,134,34,101,31
2,none,0.68,87,24,113,35,144,40,156,43
2,none,0.69,79,21,135,33,161,38,93,23
2,none,0.7,162,38,123,37,155,38,117,31
2,none,0.71,162,38,162,38,101,25,103,22
2,none,0.72,103,25,160,39,80,22,104,31
2,none,0.73,124,31,107,29,161,39,153,36
2,none,0.74,160,39,161,39,84,24,161,39
2,none,0.75,85,24,40,10,122,31,81,23
2,none,0.76,84,23,162,38,139,34,81,22
2,none,0.77,102,26,156,43,75,26,142,40
2,none,0.78,158,36,116,31,79,22,131,37
2,none,0.79,156,38,103,29,79,22,140,38
2,none,0.8,83,24,137,33,161,39,55,17
2,none,0.81,140,33,106,25,110,34,161,39
2,none,0.82,93,24,98,25,79,22,146,36
2,none,0.83,130,32,162,38,79,22,79,22
2,none,0.84,79,22,106,33,128,31,161,39
2,none,0.85,161,39,127,31,106,29,162,38
2,none,0.86,84,23,157,43,81,19,50,11
2,none,0.87,159,37,162,38,81,23,95,26
2,none,0.88,150,39,143,38,79,22,103,31
2,none,0.89,134,32,161,39,108,34,157,43
2,none,0.9,79,22,103,26,66,21,82,17
2,none,0.91,72,17,153,36,101,30,161,39
2,none,0.92,80,22,162,38,93,25,124,36
2,none,0.93,79,22,139,35,79,22,114,29
2,none,0.94,161,39,117,31,95,25,79,22
2,none,0.95,55,19,96,19,81,23,137,40
2,none,0.96,79,28,100,24,153,36,94,28
2,none,0.97,104,31,137,37,81,23,147,36
2,none,0.98,80,22,133,32,122,36,145,39
2,none,0.99,79,22,162,38,79,22,142,34
2,none,1.0,131,32,85,23,92,24,119,27
3,min_max,0.01,8,4,10,4,17,2,11,5
3,min_max,0.02,11,5,9,4,14,8,9,4
3,min_max,0.03,8,4,9,4,11,2,9,4
3,min_max,0.04,11,4,11,4,8,4,13,6
3,min_max,0.05,11,5,10,3,11,4,5,4
3,min_max,0.06,13,5,10,4,24,4,11,4
3,min_max,0.07,18,2,6,4,25,5,12,5
3,min_max,0.08,13,5,9,4,12,6,10,4
