k_folds,norm,eta,train loss,test loss,train loss,test loss,train loss,test loss,train loss,test loss
11,min_max,0.91,9,4,9,4,9,4,9,4
11,min_max,0.92,9,4,8,4,6,4,8,4
11,min_max,0.93,7,4,8,4,9,4,9,4
11,min_max,0.94,11,5,8,4,9,4,9,4
11,min_max,0.95,11,4,8,4,11,4,8,4
11,min_max,0.96,9,4,9,4,11,2,9,4
11,min_max,0.97,9,4,9,4,8,4,9,4
11,min_max,0.98,6,4,9,4,8,4,11,5
11,min_max,0.99,8,4,8,4,10,4,9,4
11,min_max,1,9,2,16,2,7,4,9,4
11,z_score,0.01,6,3,5,3,7,3,8,4
11,z_score,0.02,8,3,10,4,7,3,10,3
11,z_score,0.03,10,4,8,3,7,4,10,4
11,z_score,0.04,9,4,5,3,9,3,8,4
11,z_score,0.05,8,3,7,4,8,4,6,3
11,z_score,0.06,11,4,8,4,8,3,9,3
11,z_score,0.07,8,3,7,3,6,3,7,3
11,z_score,0.08,6,4,10,3,7,4,10,4
11,z_score,0.09,11,4,11,3,8,4,8,4
11,z_score,0.1,8,3,10,4,9,4,8,4
11,z_score,0.11,8,4,10,4,5,3,10,4
11,z_score,0.12,9,4,7,4,8,4,10,2
11,z_score,0.13,7,4,8,4,10,4,8,4
11,z_score,0.14,9,4,10,4,7,3,10,4
11,z_score,0.15,11,3,6,4,7,4,8,3
11,z_score,0.16,5,4,8,4,8,3,9,4
11,z_score,0.17,11,3,8,3,10,4,10,4
11,z_score,0.18,10,4,6,4,7,3,7,4
11,z_score,0.19,7,4,5,3,8,4,9,4
11,z_score,0.2,9,4,5,4,9,4,5,3
11,z_score,0.21,5,3,8,3,9,3,8,4
11,z_score,0.22,9,4,6,4,5,3,6,4
11,z_score,0.23,9,3,8,3,5,3,11,4
11,z_score,0.24,10,3,6,4,5,4,9,4
11,z_score,0.25,7,3,10,3,7,3,6,4
11,z_score,0.26,5,3,8,4,9,4,10,2
11,z_score,0.27,7,4,7,4,8,3,10,4
11,z_score,0.28,5,3,8,3,8,3,8,3
11,z_score,0.29,8,4,5,4,7,4,10,4
11,z_score,0.3,9,4,6,4,9,4,7,4
11,z_score,0.31,8,4,9,3,8,4,8,3
11,z_score,0.32,9,3,8,3,7,3,9,3
11,z_score,0.33,8,4,8,3,7,4,9,3
11,z_score,0.34,8,3,5,3,11,4,6,3
11,z_score,0.35,5,4,8,4,6,3,8,4
11,z_score,0.36,8,4,8,3,9,3,8,3
11,z_score,0.37,8,3,8,3,8,3,8,4
11,z_score,0.38,8,4,9,3,8,3,8,3
11,z_score,0.39,8,3,9,4,8,4,8,4
11,z_score,0.4,8,4,10,4,6,3,10,4
11,z_score,0.41,9,2,10,4,8,4,11,4
11,z_score,0.42,5,3,7,4,9,3,9,3
11,z_score,0.43,8,3,9,4,8,3,7,3
11,z_score,0.44,7,4,8,4,9,4,6,3
11,z_score,0.45,7,4,6,4,8,4,9,3
11,z_score,0.46,9,4,10,4,9,4,8,4
11,z_score,0.47,7,4,7,4,9,3,6,3
11,z_score,0.48,9,4,11,4,11,4,6,4
11,z_score,0.49,8,4,9,3,9,3,11,4
11,z_score,0.5,7,4,11,4,8,3,10,4
11,z_score,0.51,8,3,6,3,9,4,11,4
11,z_score,0.52,9,4,8,3,11,4,5,3
11,z_score,0.53,9,4,6,3,10,3,10,4
11,z_score,0.54,6,3,11,4,6,4,11,3
11,z_score,0.55,8,3,8,3,8,4,8,4
11,z_score,0.56,5,3,7,4,8,4,9,3
11,z_score,0.57,10,3,10,4,10,3,6,3
11,z_score,0.58,8,3,7,4,8,4,9,4
11,z_score,0.59,9,3,8,3,8,4,8,4
11,z_score,0.6,9,3,7,4,6,4,5,4
11,z_score,0.61,9,3,8,4,8,4,11,4
11,z_score,0.62,7,4,11,4,8,3,11,3
11,z_score,0.63,6,4,8,4,5,3,5,3
11,z_score,0.64,8,4,5,4,6,3,8,4
11,z_score,0.65,5,4,5,3,9,3,10,3
11,z_score,0.66,8,4,5,4,8,4,6,3
11,z_score,0.67,6,3,8,4,9,4,8,3
11,z_score,0.68,7,4,9,4,9,4,5,4
11,z_score,0.69,8,3,8,4,9,4,8,3
11,z_score,0.7,8,4,5,3,10,4,8,4
11,z_score,0.71,11,4,9,4,9,4,8,4
11,z_score,0.72,8,3,7,4,9,4,9,4
11,z_score,0.73,6,4,8,4,7,4,7,3
11,z_score,0.74,8,3,8,3,8,4,9,4
11,z_score,0.75,9,4,10,4,5,4,8,3
11,z_score,0.76,7,4,8,4,11,4,10,4
11,z_score,0.77,9,2,10,4,8,4,5,3
11,z_score,0.78,7,4,9,4,8,4,8,4
11,z_score,0.79,8,4,8,3,10,4,6,3
11,z_score,0.8,9,4,6,4,9,4,9,3
11,z_score,0.81,5,3,7,4,11,4,8,3
11,z_score,0.82,6,3,8,4,6,4,7,4
11,z_score,0.83,8,4,6,4,7,4,5,3
11,z_score,0.84,7,4,10,4,8,3,8,3
11,z_score,0.85,8,4,9,3,7,4,9,4
11,z_score,0.86,9,3,11,3,9,4,9,4
11,z_score,0.87,6,3,8,4,7,4,10,2
11,z_score,0.88,8,4,5,3,7,4,10,4
11,z_score,0.89,9,4,8,3,9,3,9,4
11,z_score,0.9,8,4,10,3,11,4,5,4
11,z_score,0.91,9,3,6,3,9,4,11,4
11,z_score,0.92,7,4,9,3,9,3,5,3
11,z_score,0.93,6,3,8,4,9,2,8,3
11,z_score,0.94,9,4,8,4,8,3,6,3
11,z_score,0.95,8,3,5,4,10,4,7,4
11,z_score,0.96,11,4,6,3,9,4,8,3
11,z_score,0.97,9,4,5,4,7,4,6,4
11,z_score,0.98,6,3,8,3,10,4,8,4
11,z_score,0.99,8,3,10,4,8,4,7,3
11,z_score,1,11,4,6,3,9,4,9,3
11,none,0.01,60,15,35,7,113,24,39,4
11,none,0.02,92,24,48,10,82,23,81,22
11,none,0.03,79,22,73,18,43,11,81,22
11,none,0.04,42,7,79,22,77,23,60,8
11,none,0.05,72,17,54,13,77,21,42,7
11,none,0.06,128,29,81,22,42,11,81,23
11,none,0.07,81,22,44,9,41,7,81,22
11,none,0.08,74,20,75,21,63,14,84,19
11,none,0.09,79,22,81,23,60,18,73,17
11,none,0.1,92,24,84,23,39,8,60,13
11,none,0.11,56,12,79,22,59,14,104,26
11,none,0.12,61,14,61,15,68,20,69,15
11,none,0.13,82,23,78,21,81,23,58,12
11,none,0.14,108,28,112,30,80,22,76,21
11,none,0.15,61,19,81,23,56,11,79,22
11,none,0.16,46,9,81,22,81,22,98,24
11,none,0.17,81,22,73,17,78,20,70,20
11,none,0.18,45,10,54,11,63,14,85,23
11,none,0.19,77,21,70,21,81,22,62,21
11,none,0.2,51,14,79,22,49,11,81,22
11,none,0.21,65,19,79,22,76,17,79,22
11,none,0.22,81,22,36,6,85,17,81,23
11,none,0.23,105,27,83,23,78,19,78,22
11,none,0.24,79,22,82,18,43,5,46,10
11,none,0.25,50,10,81,22,46,9,57,12
11,none,0.26,103,26,74,21,77,21,44,6
11,none,0.27,104,25,79,22,57,13,48,9
11,none,0.28,38,12,42,10,75,20,73,15
11,none,0.29,79,21,81,22,81,22,81,22
11,none,0.3,79,22,52,7,45,9,36,12
11,none,0.31,83,23,77,17,143,34,52,12
11,none,0.32,52,8,85,23,44,9,54,11
11,none,0.33,80,22,61,13,90,24,71,16
11,none,0.34,44,7,43,9,79,21,84,23
11,none,0.35,79,21,62,12,80,22,80,22
11,none,0.36,40,13,80,22,64,15,89,24
11,none,0.37,89,24,80,16,64,15,51,12
11,none,0.38,42,11,81,22,43,9,52,12
11,none,0.39,41,6,121,31,80,22,81,22
11,none,0.4,57,13,74,20,54,13,78,21
11,none,0.41,84,23,81,22,79,22,81,23
11,none,0.42,101,26,88,23,65,17,73,20
11,none,0.43,82,23,79,22,79,22,60,11
11,none,0.44,79,22,42,9,80,22,81,23
11,none,0.45,49,12,45,11,79,22,72,19
11,none,0.46,81,24,79,22,118,30,79,22
11,none,0.47,92,22,43,6,57,14,75,19
11,none,0.48,79,22,72,20,79,22,91,24
11,none,0.49,80,22,80,22,81,22,81,22
11,none,0.5,62,7,47,11,67,16,36,8
11,none,0.51,81,23,75,18,51,10,79,22
11,none,0.52,81,23,79,22,72,21,61,16
11,none,0.53,80,22,78,23,124,31,81,22
11,none,0.54,79,22,49,14,63,13,79,22
11,none,0.55,90,25,38,7,89,18,81,22
11,none,0.56,77,23,83,23,65,15,63,14
11,none,0.57,83,23,79,22,80,22,77,21
11,none,0.58,56,11,87,24,72,16,81,23
11,none,0.59,93,23,78,21,81,22,43,9
11,none,0.6,79,21,89,24,85,23,58,13
11,none,0.61,81,22,56,12,65,17,76,19
11,none,0.62,51,10,80,16,81,22,44,10
11,none,0.63,81,23,47,10,160,39,79,21
11,none,0.64,81,22,80,22,81,22,104,26
11,none,0.65,40,11,43,9,79,22,73,19
11,none,0.66,77,20,58,12,79,21,74,21
11,none,0.67,55,16,81,22,72,20,79,22
11,none,0.68,81,22,44,13,81,23,79,22
11,none,0.69,89,24,83,23,81,22,79,21
11,none,0.7,67,12,44,12,85,23,77,20
11,none,0.71,99,26,46,10,77,21,78,23
11,none,0.72,71,21,79,22,107,30,79,22
11,none,0.73,65,14,36,9,65,14,79,22
11,none,0.74,84,23,83,23,90,24,73,21
11,none,0.75,76,17,48,8,44,10,79,22
11,none,0.76,81,22,42,10,81,23,72,15
11,none,0.77,79,22,78,22,79,22,84,23
11,none,0.78,74,21,81,22,69,21,54,11
11,none,0.79,51,6,83,20,69,19,79,23
11,none,0.8,110,29,56,11,79,21,81,22
11,none,0.81,81,22,79,22,79,22,78,21
11,none,0.82,84,23,103,26,59,16,76,15
11,none,0.83,85,18,58,12,75,16,50,10
11,none,0.84,61,16,55,12,81,22,79,22
11,none,0.85,49,10,60,7,71,14,44,11
11,none,0.86,41,9,97,26,81,22,79,21
11,none,0.87,96,26,57,12,97,25,43,9
11,none,0.88,52,11,53,11,81,19,57,16
11,none,0.89,81,23,88,24,85,23,81,22
11,none,0.9,47,11,40,11,81,22,79,22
11,none,0.91,49,9,65,17,93,18,104,26
11,none,0.92,141,36,81,23,108,28,146,37
11,none,0.93,49,8,36,5,44,10,88,32
11,none,0.94,73,20,43,9,78,21,47,9
11,none,0.95,82,23,48,9,70,20,81,23
11,none,0.96,80,23,135,33,104,26,75,21
11,none,0.97,52,10,65,17,43,10,69,15
11,none,0.98,79,22,73,17,79,21,80,21
11,none,0.99,74,19,65,17,74,14,79,22
11,none,1,144,34,61,21,46,10,49,11
12,min_max,0.01,7,4,8,4,11,4,9,4
12,min_max,0.02,11,5,8,4,8,4,11,5
12,min_max,0.03,8,4,9,4,8,4,10,2
12,min_max,0.04,9,4,6,4,8,4,9,2
12,min_max,0.05,9,3,8,4,9,4,9,2
12,min_max,0.06,8,4,7,4,10,4,11,4
12,min_max,0.07,9,4,11,5,7,4,9,4
12,min_max,0.08,8,4,8,4,9,4,9,4
12,min_max,0.09,9,4,7,4,9,4,6,4
12,min_max,0.1,11,5,8,4,9,4,8,4
12,min_max,0.11,8,4,9,2,9,2,10,4
12,min_max,0.12,11,4,6,4,8,4,9,2
12,min_max,0.13,7,4,9,4,8,4,8,4
12,min_max,0.14,8,4,8,4,9,4,9,4
12,min_max,0.15,7,4,9,4,9,4,9,4
12,min_max,0.16,8,4,7,4,10,4,9,4
12,min_max,0.17,9,2,13,2,9,4,8,4
12,min_max,0.18,7,4,7,4,7,4,7,4
12,min_max,0.19,5,4,8,4,9,4,11,5
12,min_max,0.2,8,4,8,4,8,4,9,4
12,min_max,0.21,8,4,9,4,9,4,9,4
12,min_max,0.22,11,4,9,4,11,5,10,4
12,min_max,0.23,8,4,10,2,9,4,8,4
12,min_max,0.24,10,4,7,4,10,4,9,4
12,min_max,0.25,10,4,9,4,9,4,9,4
12,min_max,0.26,9,4,12,5,9,4,9,2
12,min_max,0.27,8,4,9,4,9,4,9,4
12,min_max,0.28,8,4,9,2,7,4,6,4
12,min_max,0.29,7,4,9,4,9,3,8,4
12,min_max,0.3,8,4,9,4,8,4,8,4
12,min_max,0.31,8,4,9,4,9,4,8,4
12,min_max,0.32,8,4,9,4,7,4,6,4
12,min_max,0.33,6,4,10,2,10,4,9,4
12,min_max,0.34,12,5,9,4,8,4,9,4
12,min_max,0.35,9,4,8,4,8,4,7,4
12,min_max,0.36,7,4,9,4,9,4,10,2
12,min_max,0.37,9,4,6,4,9,4,10,2
12,min_max,0.38,7,4,7,4,8,4,9,4
12,min_max,0.39,9,4,8,4,10,4,7,4
12,min_max,0.4,7,4,8,4,7,4,9,4
12,min_max,0.41,11,5,9,4,8,4,10,5
12,min_max,0.42,11,5,8,4,9,4,8,4
12,min_max,0.43,8,4,9,4,10,4,8,4
12,min_max,0.44,8,4,11,5,8,4,9,2
12,min_max,0.45,9,4,9,4,5,4,8,4
12,min_max,0.46,9,4,9,4,9,4,9,4
12,min_max,0.47,8,4,6,4,9,4,6,4
12,min_max,0.48,10,4,7,4,9,4,8,4
12,min_max,0.49,8,4,8,4,8,4,8,4
12,min_max,0.5,9,4,9,4,9,4,8,4
12,min_max,0.51,8,4,8,4,7,4,9,4
12,min_max,0.52,8,4,7,4,8,4,7,4
12,min_max,0.53,8,4,7,4,9,4,9,2
12,min_max,0.54,9,2,6,4,8,4,9,4
12,min_max,0.55,9,4,8,4,9,4,10,2
12,min_max,0.56,10,4,11,4,8,4,14,2
12,min_max,0.57,6,4,11,4,9,4,7,4
12,min_max,0.58,10,2,10,4,10,4,8,4
12,min_max,0.59,9,4,8,4,8,4,9,4
12,min_max,0.6,9,4,8,4,11,2,8,4
12,min_max,0.61,11,4,8,4,8,4,9,3
12,min_max,0.62,9,4,7,4,8,4,9,4
12,min_max,0.63,8,4,9,3,9,3,8,4
12,min_max,0.64,9,4,9,4,8,4,9,4
12,min_max,0.65,6,4,8,4,7,4,8,4
12,min_max,0.66,9,4,7,4,8,4,11,2
12,min_max,0.67,9,2,9,4,10,4,9,2
12,min_max,0.68,8,4,6,4,7,4,8,4
12,min_max,0.69,8,3,8,4,8,4,7,4
12,min_max,0.7,9,4,9,4,11,4,9,4
12,min_max,0.71,8,4,8,4,9,4,11,5
12,min_max,0.72,8,4,10,4,9,4,9,4
12,min_max,0.73,9,4,9,4,6,4,8,4
12,min_max,0.74,11,5,8,4,7,4,6,4
12,min_max,0.75,10,4,8,4,8,4,9,4
12,min_max,0.76,8,4,9,4,9,4,9,2
12,min_max,0.77,7,4,10,2,8,4,8,4
12,min_max,0.78,7,4,7,4,9,2,8,4
12,min_max,0.79,8,4,12,5,9,4,9,4
12,min_max,0.8,7,4,8,4,11,4,7,4
12,min_max,0.81,8,4,8,4,9,2,9,4
12,min_max,0.82,8,4,8,4,9,4,9,4
12,min_max,0.83,8,4,11,4,7,4,8,4
12,min_max,0.84,7,4,11,5,8,4,8,4
12,min_max,0.85,9,3,9,4,8,4,7,4
12,min_max,0.86,8,4,9,4,10,4,11,5
12,min_max,0.87,9,2,7,4,8,4,9,4
12,min_max,0.88,11,4,8,4,7,4,5,4
12,min_max,0.89,8,4,11,5,8,4,5,4
12,min_max,0.9,9,4,11,4,8,4,10,4
12,min_max,0.91,11,4,9,2,7,4,9,4
12,min_max,0.92,8,4,9,2,6,4,11,4
12,min_max,0.93,9,4,9,4,8,4,8,4
12,min_max,0.94,8,4,8,4,9,4,9,4
12,min_max,0.95,8,4,6,4,10,4,8,4
12,min_max,0.96,9,4,9,4,8,4,9,4
12,min_max,0.97,9,4,7,4,9,4,9,4
12,min_max,0.98,6,4,8,4,7,4,9,4
12,min_max,0.99,8,4,8,4,8,4,9,4
12,min_max,1,9,2,7,4,10,2,8,4
12,z_score,0.01,10,3,8,4,7,4,7,4
12,z_score,0.02,6,3,5,3,8,4,8,4
12,z_score,0.03,8,4,7,4,10,3,5,3
12,z_score,0.04,5,4,8,3,5,3,8,4
12,z_score,0.05,8,3,6,4,8,4,8,4
12,z_score,0.06,8,4,11,3,8,4,8,4
12,z_score,0.07,8,3,8,3,6,4,8,4
12,z_score,0.08,7,4,5,4,8,3,7,3
12,z_score,0.09,7,3,4,3,7,4,9,4
12,z_score,0.1,11,4,8,4,8,4,8,4
12,z_score,0.11,5,4,7,4,7,4,5,3
12,z_score,0.12,8,4,6,3,10,3,10,4
12,z_score,0.13,8,4,5,3,8,3,8,4
12,z_score,0.14,8,4,9,4,5,3,9,4
12,z_score,0.15,6,4,7,3,7,4,5,3
12,z_score,0.16,5,3,10,4,6,4,8,4
12,z_score,0.17,9,4,5,4,6,4,10,4
12,z_score,0.18,10,4,8,4,8,4,6,3
12,z_score,0.19,5,3,10,4,6,3,4,4
12,z_score,0.2,8,4,9,4,5,4,10,3
12,z_score,0.21,8,4,8,3,8,4,8,4
12,z_score,0.22,8,4,5,3,7,3,7,3
12,z_score,0.23,6,3,6,4,8,4,7,4
12,z_score,0.24,6,3,7,4,8,3,6,4
12,z_score,0.25,7,4,4,4,5,3,8,3
12,z_score,0.26,6,3,6,3,5,3,10,4
12,z_score,0.27,11,4,9,4,6,4,10,4
12,z_score,0.28,8,3,8,4,8,3,8,4
12,z_score,0.29,6,4,7,4,6,4,8,4
12,z_score,0.3,7,4,6,4,8,3,6,3
12,z_score,0.31,8,4,9,2,9,4,9,4
12,z_score,0.32,8,4,5,3,8,4,8,3
12,z_score,0.33,7,3,7,3,9,3,6,4
12,z_score,0.34,10,4,8,3,9,4,5,3
12,z_score,0.35,10,3,9,3,10,4,8,3
12,z_score,0.36,8,3,5,4,8,3,8,4
12,z_score,0.37,8,4,8,4,8,3,8,4
12,z_score,0.38,8,3,7,3,8,3,9,4
12,z_score,0.39,8,3,8,4,8,4,8,4
12,z_score,0.4,5,4,9,4,7,4,5,4
12,z_score,0.41,9,4,7,4,11,4,8,4
12,z_score,0.42,8,4,9,4,8,3,8,3
12,z_score,0.43,7,3,10,3,8,3,8,4
12,z_score,0.44,9,3,6,3,8,3,9,3
12,z_score,0.45,6,3,8,4,8,4,8,3
12,z_score,0.46,6,4,7,3,6,4,8,4
12,z_score,0.47,9,4,8,4,8,3,8,3
12,z_score,0.48,9,4,8,3,6,4,8,3
12,z_score,0.49,6,4,6,4,7,4,9,4
12,z_score,0.5,9,4,7,3,10,4,8,4
12,z_score,0.51,9,3,6,3,8,4,5,3
12,z_score,0.52,8,4,8,4,8,4,9,4
12,z_score,0.53,5,4,6,4,6,4,8,3
12,z_score,0.54,9,4,8,3,8,3,8,3
12,z_score,0.55,5,3,8,4,10,4,10,4
12,z_score,0.56,8,4,7,4,9,4,7,3
12,z_score,0.57,7,3,8,3,8,4,7,4
12,z_score,0.58,10,4,9,3,7,4,7,3
12,z_score,0.59,10,4,11,4,7,4,8,4
12,z_score,0.6,7,4,8,4,10,3,9,3
12,z_score,0.61,4,3,9,4,7,4,6,3
12,z_score,0.62,6,3,6,4,6,4,6,4
12,z_score,0.63,9,4,8,4,8,4,9,4
12,z_score,0.64,6,3,8,4,10,4,5,4
12,z_score,0.65,6,3,6,3,8,4,10,4
12,z_score,0.66,10,3,8,4,8,3,5,4
12,z_score,0.67,8,4,6,4,8,4,6,4
12,z_score,0.68,10,3,5,4,10,3,8,4
12,z_score,0.69,5,4,5,3,5,3,8,4
12,z_score,0.7,6,4,8,4,7,4,9,4
12,z_score,0.71,8,3,8,4,8,4,7,4
12,z_score,0.72,7,4,8,4,8,4,8,3
12,z_score,0.73,5,3,8,4,6,4,10,4
12,z_score,0.74,8,4,9,2,8,4,7,4
12,z_score,0.75,9,4,7,4,7,3,11,4
12,z_score,0.76,7,4,5,4,8,3,7,4
12,z_score,0.77,8,3,5,3,11,4,9,4
12,z_score,0.78,6,4,10,4,8,3,8,3
12,z_score,0.79,8,4,7,3,7,4,8,3
12,z_score,0.8,9,4,7,3,6,4,8,3
12,z_score,0.81,5,3,7,4,10,4,9,2
12,z_score,0.82,9,4,7,3,9,4,10,4
12,z_score,0.83,7,3,7,3,5,4,5,3
12,z_score,0.84,9,3,8,4,8,4,7,4
12,z_score,0.85,6,3,7,4,10,4,9,4
12,z_score,0.86,8,4,8,3,10,3,11,3
12,z_score,0.87,9,4,8,4,6,3,9,4
12,z_score,0.88,8,4,8,3,8,4,7,4
12,z_score,0.89,6,4,10,2,8,4,8,4
12,z_score,0.9,8,3,8,3,7,4,11,4
12,z_score,0.91,9,3,9,3,8,4,10,4
12,z_score,0.92,5,3,5,4,10,4,8,4
12,z_score,0.93,9,3,11,4,8,4,6,4
12,z_score,0.94,8,4,9,4,7,3,10,4
12,z_score,0.95,10,4,7,4,7,3,9,4
12,z_score,0.96,6,4,10,4,8,4,6,3
12,z_score,0.97,8,4,8,3,10,4,5,3
12,z_score,0.98,8,3,9,2,8,4,6,4
12,z_score,0.99,8,4,10,4,7,4,10,3
12,z_score,1,8,3,11,4,12,4,7,4
12,none,0.01,79,22,43,12,94,22,45,6
12,none,0.02,54,13,81,22,82,23,81,22
12,none,0.03,88,17,64,15,81,22,38,10
12,none,0.04,42,9,76,22,46,13,142,33
12,none,0.05,83,20,50,11,78,21,81,22
12,none,0.06,58,13,64,15,80,23,51,13
12,none,0.07,80,22,68,15,50,9,67,14
12,none,0.08,72,15,79,21,58,10,80,22
12,none,0.09,46,10,80,22,91,22,62,21
12,none,0.1,79,22,81,22,90,24,75,22
12,none,0.11,43,10,89,23,81,23,81,22
12,none,0.12,81,23,37,7,83,23,42,6
12,none,0.13,41,7,47,8,79,22,83,29
12,none,0.14,85,23,55,11,79,22,77,19
12,none,0.15,69,21,66,18,66,15,40,6
12,none,0.16,81,22,59,10,84,17,72,21
12,none,0.17,73,22,41,6,39,9,81,22
12,none,0.18,82,23,81,22,78,22,79,22
12,none,0.19,83,18,81,22,79,22,81,22
12,none,0.2,63,14,76,21,72,21,78,21
12,none,0.21,64,20,80,22,81,22,50,13
12,none,0.22,81,22,81,22,81,23,63,19
12,none,0.23,78,21,88,23,81,22,79,22
12,none,0.24,62,12,54,10,84,23,63,14
12,none,0.25,79,23,56,13,76,22,81,23
12,none,0.26,81,22,81,22,84,24,80,22
12,none,0.27,82,23,62,13,63,21,80,22
12,none,0.28,67,12,92,24,78,21,80,22
12,none,0.29,58,16,85,23,55,12,75,20
12,none,0.3,87,23,42,8,73,22,47,12
12,none,0.31,93,23,81,22,38,11,124,31
12,none,0.32,81,22,77,21,93,25,79,16
12,none,0.33,79,23,83,23,81,22,80,22
12,none,0.34,76,21,94,24,79,20,39,7
12,none,0.35,57,17,60,18,81,22,130,32
12,none,0.36,79,22,37,7,50,10,44,12
12,none,0.37,40,7,116,31,127,32,75,20
12,none,0.38,44,7,79,22,45,9,81,22
12,none,0.39,98,28,54,11,79,22,45,12
12,none,0.4,68,19,57,12,67,20,44,10
12,none,0.41,66,12,89,23,81,22,79,22
12,none,0.42,76,21,81,23,79,22,78,21
12,none,0.43,79,22,85,23,68,18,58,8
12,none,0.44,75,19,41,9,72,16,85,23
12,none,0.45,97,28,60,14,78,21,94,25
12,none,0.46,64,14,81,22,78,21,81,24
12,none,0.47,81,22,50,11,85,20,81,22
12,none,0.48,81,23,51,7,77,21,107,25
12,none,0.49,79,22,99,26,73,19,44,7
12,none,0.5,89,23,111,30,40,10,77,23
12,none,0.51,79,21,81,22,85,25,75,21
12,none,0.52,77,21,41,7,81,22,82,23
12,none,0.53,72,20,79,22,97,26,81,22
12,none,0.54,81,23,43,7,44,7,81,22
12,none,0.55,53,16,54,10,75,15,80,22
12,none,0.56,71,15,62,14,87,17,49,10
12,none,0.57,71,16,90,16,81,22,48,12
12,none,0.58,81,23,78,21,79,22,79,22
12,none,0.59,76,21,72,22,69,18,90,24
12,none,0.6,81,22,78,19,100,26,73,16
12,none,0.61,81,22,71,21,81,23,81,23
12,none,0.62,81,22,81,22,86,23,69,13
12,none,0.63,41,7,47,10,79,22,57,11
12,none,0.64,97,24,95,23,79,22,79,22
12,none,0.65,75,21,41,8,86,24,52,11
12,none,0.66,102,26,81,23,83,23,79,22
12,none,0.67,110,29,54,9,67,15,87,23
12,none,0.68,54,13,84,18,71,16,73,15
12,none,0.69,79,22,54,13,77,19,72,17
12,none,0.7,99,27,84,24,90,24,81,22
12,none,0.71,48,12,110,30,68,15,79,21
12,none,0.72,66,20,52,11,81,22,73,13
12,none,0.73,81,22,58,14,59,13,40,11
12,none,0.74,61,16,77,18,54,12,77,16
12,none,0.75,58,18,81,22,79,21,69,11
12,none,0.76,79,22,59,16,65,15,82,22
12,none,0.77,81,23,68,15,48,10,44,10
12,none,0.78,59,13,38,10,81,22,58,17
12,none,0.79,41,6,69,21,79,22,79,20
12,none,0.8,79,22,78,22,81,22,79,22
12,none,0.81,69,11,77,16,82,23,82,23
12,none,0.82,44,6,74,17,77,24,60,14
12,none,0.83,89,24,81,22,81,23,49,13
12,none,0.84,81,22,79,22,103,28,47,10
12,none,0.85,79,22,93,24,74,21,56,13
12,none,0.86,56,6,79,22,81,23,79,21
12,none,0.87,79,22,42,9,79,23,58,14
12,none,0.88,81,22,100,27,81,22,78,16
12,none,0.89,75,22,89,21,80,22,76,21
12,none,0.9,76,21,47,11,49,9,54,6
12,none,0.91,52,11,61,18,81,22,65,17
12,none,0.92,45,5,55,11,79,22,81,22
12,none,0.93,76,21,66,19,79,22,81,23
12,none,0.94,68,21,82,23,78,21,81,23
12,none,0.95,46,7,75,15,81,22,57,14
12,none,0.96,83,23,44,9,79,22,38,11
12,none,0.97,53,8,81,22,81,23,81,22
12,none,0.98,55,10,78,21,80,22,80,23
12,none,0.99,72,15,74,19,83,24,88,24
12,none,1,67,19,67,18,81,22,86,21
13,min_max,0.01,8,4,10,2,11,2,9,2
13,min_max,0.02,11,4,8,4,7,4,10,4
13,min_max,0.03,8,4,8,4,9,4,9,2
13,min_max,0.04,9,4,9,2,8,4,8,4
13,min_max,0.05,9,4,8,4,6,4,6,4
13,min_max,0.06,8,4,9,4,9,4,11,4
13,min_max,0.07,8,4,8,4,8,4,6,4
13,min_max,0.08,9,4,8,4,8,4,10,4
13,min_max,0.09,9,4,9,4,9,4,9,4
13,min_max,0.1,10,4,7,4,9,4,9,3
13,min_max,0.11,8,4,8,4,9,4,9,3
13,min_max,0.12,7,4,9,2,8,4,8,4
13,min_max,0.13,9,4,9,3,8,4,8,4
13,min_max,0.14,8,4,9,4,8,4,11,4
13,min_max,0.15,8,4,9,4,9,4,7,4
13,min_max,0.16,9,3,11,4,10,4,8,4
13,min_max,0.17,7,4,5,4,9,2,8,4
13,min_max,0.18,11,2,9,4,9,3,8,4
13,min_max,0.19,9,2,8,4,9,4,8,4
13,min_max,0.2,9,4,8,4,9,4,8,4
13,min_max,0.21,9,2,8,4,7,4,10,4
13,min_max,0.22,8,4,9,4,7,4,13,5
13,min_max,0.23,8,4,7,4,7,4,8,4
13,min_max,0.24,8,4,9,4,9,3,8,4
13,min_max,0.25,10,2,7,4,9,4,10,4
13,min_max,0.26,10,5,7,4,9,2,8,4
13,min_max,0.27,9,2,8,4,11,4,11,4
13,min_max,0.28,11,4,7,4,12,6,10,4
13,min_max,0.29,8,4,11,5,8,4,9,4
13,min_max,0.3,9,3,11,5,11,4,7,4
13,min_max,0.31,9,4,9,4,8,4,8,4
13,min_max,0.32,8,4,12,5,6,4,9,4
13,min_max,0.33,11,4,8,4,12,6,9,3
13,min_max,0.34,8,4,8,4,8,4,11,4
13,min_max,0.35,9,2,8,4,8,4,8,4
13,min_max,0.36,8,4,8,4,7,4,8,4
13,min_max,0.37,8,4,8,4,8,4,7,4
13,min_max,0.38,8,4,9,4,9,3,7,4
13,min_max,0.39,9,4,8,4,11,5,11,5
13,min_max,0.4,9,4,11,2,8,4,9,4
13,min_max,0.41,7,4,13,2,11,5,8,4
13,min_max,0.42,8,4,9,4,9,4,8,4
