k_folds,norm,eta,train loss,test loss,train loss,test loss,train loss,test loss,train loss,test loss
6,none,0.38,116,28,123,31,55,12,52,7
6,none,0.39,81,22,79,22,80,22,117,35
6,none,0.4,69,17,112,28,78,16,54,8
6,none,0.41,79,21,111,30,86,23,80,22
6,none,0.42,68,20,84,24,69,16,83,23
6,none,0.43,132,32,53,17,51,7,76,21
6,none,0.44,84,17,112,31,81,22,115,31
6,none,0.45,160,39,81,22,80,22,44,8
6,none,0.46,152,36,81,22,82,23,78,21
6,none,0.47,78,23,81,22,84,23,79,22
6,none,0.48,79,22,88,23,124,31,77,17
6,none,0.49,81,23,107,29,77,14,79,22
6,none,0.5,43,6,42,8,39,7,132,32
6,none,0.51,79,23,71,22,81,23,102,27
6,none,0.52,79,23,72,21,77,21,79,21
6,none,0.53,118,30,53,11,91,23,79,22
6,none,0.54,80,22,102,26,112,30,60,12
6,none,0.55,90,23,61,14,57,13,46,7
6,none,0.56,79,22,81,22,79,22,59,12
6,none,0.57,76,23,52,11,79,22,94,24
6,none,0.58,70,17,79,22,81,22,81,22
6,none,0.59,132,32,79,21,85,26,52,11
6,none,0.6,56,11,142,33,42,9,78,20
6,none,0.61,51,9,59,17,81,22,89,24
6,none,0.62,123,31,81,22,81,23,79,21
6,none,0.63,70,18,81,22,79,22,81,22
6,none,0.64,129,32,127,31,74,18,79,22
6,none,0.65,116,29,72,23,107,30,76,16
6,none,0.66,111,27,161,39,103,26,65,13
6,none,0.67,100,26,78,22,117,31,79,22
6,none,0.68,79,22,81,22,79,22,81,23
6,none,0.69,59,18,41,5,81,23,54,7
6,none,0.7,66,21,50,6,112,31,81,22
6,none,0.71,81,23,81,22,62,17,54,9
6,none,0.72,52,13,111,30,41,9,81,22
6,none,0.73,76,20,79,22,160,38,84,23
6,none,0.74,89,24,57,17,93,24,79,22
6,none,0.75,79,22,56,12,81,22,161,39
6,none,0.76,126,31,79,22,95,25,81,23
6,none,0.77,91,24,79,22,40,8,126,32
6,none,0.78,37,7,85,26,53,13,79,22
6,none,0.79,79,22,81,22,86,27,124,31
6,none,0.8,102,31,68,14,79,22,80,22
6,none,0.81,61,11,81,22,40,6,81,22
6,none,0.82,40,15,151,37,40,7,79,22
6,none,0.83,54,10,66,17,122,31,110,30
6,none,0.84,81,22,67,20,79,21,53,12
6,none,0.85,79,22,81,22,81,22,99,26
6,none,0.86,41,11,76,22,39,7,89,24
6,none,0.87,126,30,46,9,81,22,76,22
6,none,0.88,81,22,73,19,81,22,79,22
6,none,0.89,57,10,99,24,80,23,81,22
6,none,0.9,112,30,69,21,99,26,78,21
6,none,0.91,49,10,40,7,79,22,86,23
6,none,0.92,79,22,79,22,46,9,72,21
6,none,0.93,156,36,81,22,79,22,81,22
6,none,0.94,116,28,63,15,77,21,135,34
6,none,0.95,92,24,82,23,81,23,85,23
6,none,0.96,76,23,98,26,71,15,79,22
6,none,0.97,161,39,84,23,98,25,76,20
6,none,0.98,85,23,82,23,79,22,80,22
6,none,0.99,80,23,61,17,69,20,94,25
6,none,1,79,22,71,21,73,17,81,22
7,min_max,0.01,10,2,9,4,11,2,7,4
7,min_max,0.02,11,5,10,4,6,4,9,4
7,min_max,0.03,8,4,9,4,13,2,11,4
7,min_max,0.04,10,4,9,2,7,4,8,4
7,min_max,0.05,8,4,7,4,10,2,10,2
7,min_max,0.06,8,4,10,4,10,5,9,4
7,min_max,0.07,9,4,13,5,9,4,10,4
7,min_max,0.08,19,2,9,2,9,4,5,4
7,min_max,0.09,11,4,7,4,6,4,8,4
7,min_max,0.1,11,4,9,4,13,5,11,5
7,min_max,0.11,10,3,6,4,8,4,9,4
7,min_max,0.12,9,4,13,5,9,2,8,4
7,min_max,0.13,9,4,11,2,7,4,7,4
7,min_max,0.14,8,4,11,4,15,2,9,3
7,min_max,0.15,8,4,10,4,9,4,8,4
7,min_max,0.16,8,4,9,4,17,2,9,3
7,min_max,0.17,6,4,11,2,13,2,10,4
7,min_max,0.18,11,5,9,4,9,4,9,3
7,min_max,0.19,9,4,10,4,11,4,9,4
7,min_max,0.2,9,4,5,4,9,2,11,5
7,min_max,0.21,10,4,9,4,9,2,7,4
7,min_max,0.22,14,9,9,3,10,2,9,4
7,min_max,0.23,10,2,11,4,9,4,7,4
7,min_max,0.24,11,5,10,2,6,4,13,5
7,min_max,0.25,10,2,9,4,7,4,6,4
7,min_max,0.26,11,2,9,3,8,4,8,4
7,min_max,0.27,8,4,10,4,6,4,8,4
7,min_max,0.28,12,2,10,4,9,4,5,4
7,min_max,0.29,11,4,9,2,10,2,8,4
7,min_max,0.3,11,2,9,2,9,4,12,2
7,min_max,0.31,7,4,8,4,9,4,7,4
7,min_max,0.32,10,2,19,2,8,4,8,4
7,min_max,0.33,6,4,8,4,9,4,8,4
7,min_max,0.34,10,4,8,4,11,4,9,4
7,min_max,0.35,10,4,10,3,12,5,9,4
7,min_max,0.36,8,4,8,4,6,4,8,4
7,min_max,0.37,10,2,9,4,10,4,10,4
7,min_max,0.38,11,2,7,4,11,4,9,4
7,min_max,0.39,8,4,12,2,8,4,9,4
7,min_max,0.4,10,4,11,2,8,4,9,4
7,min_max,0.41,11,4,9,2,10,4,8,4
7,min_max,0.42,8,3,9,4,12,2,9,4
7,min_max,0.43,9,4,7,4,6,4,6,4
7,min_max,0.44,15,2,8,4,11,4,9,4
7,min_max,0.45,8,4,10,2,11,4,9,4
7,min_max,0.46,9,4,10,4,7,4,11,4
7,min_max,0.47,11,4,8,4,9,4,10,3
7,min_max,0.48,10,4,9,4,9,4,9,4
7,min_max,0.49,11,4,9,4,8,4,9,4
7,min_max,0.5,8,4,9,4,7,4,9,4
7,min_max,0.51,18,2,8,4,11,4,8,4
7,min_max,0.52,9,4,9,2,11,4,6,4
7,min_max,0.53,10,5,8,4,8,4,10,2
7,min_max,0.54,9,4,11,5,8,4,10,3
7,min_max,0.55,8,4,9,4,12,5,8,4
7,min_max,0.56,10,3,10,4,18,2,9,4
7,min_max,0.57,9,4,11,2,10,4,8,3
7,min_max,0.58,17,2,9,4,7,4,9,4
7,min_max,0.59,9,4,11,4,8,4,8,4
7,min_max,0.6,9,4,9,4,9,4,9,4
7,min_max,0.61,10,2,8,4,9,3,8,4
7,min_max,0.62,11,5,6,4,8,4,10,2
7,min_max,0.63,6,4,9,4,16,2,9,4
7,min_max,0.64,9,2,8,4,11,4,16,2
7,min_max,0.65,9,4,9,4,12,5,9,4
7,min_max,0.66,7,4,8,4,7,4,9,3
7,min_max,0.67,9,4,11,4,10,4,5,4
7,min_max,0.68,10,2,8,4,9,2,9,2
7,min_max,0.69,9,4,9,2,10,4,10,3
7,min_max,0.7,9,4,10,2,8,4,8,4
7,min_max,0.71,13,5,9,4,10,4,10,4
7,min_max,0.72,8,4,10,4,8,4,12,5
7,min_max,0.73,7,4,9,3,11,5,8,4
7,min_max,0.74,9,4,11,4,9,4,8,4
7,min_max,0.75,8,4,8,4,12,2,9,4
7,min_max,0.76,19,2,11,2,8,4,9,4
7,min_max,0.77,13,5,11,5,10,2,8,4
7,min_max,0.78,13,2,15,2,8,4,9,4
7,min_max,0.79,9,4,9,4,12,6,9,2
7,min_max,0.8,10,4,8,4,13,2,9,4
7,min_max,0.81,9,4,8,4,13,5,8,4
7,min_max,0.82,9,4,9,4,11,5,8,4
7,min_max,0.83,10,4,11,5,10,4,7,4
7,min_max,0.84,8,4,7,4,9,4,9,4
7,min_max,0.85,8,4,9,4,9,2,11,5
7,min_max,0.86,9,4,11,4,9,4,9,2
7,min_max,0.87,11,4,9,2,10,2,8,4
7,min_max,0.88,8,4,8,4,9,4,9,4
7,min_max,0.89,9,3,7,4,8,4,9,4
7,min_max,0.9,9,4,8,4,9,3,10,4
7,min_max,0.91,5,4,9,4,6,4,11,5
7,min_max,0.92,6,4,8,4,8,4,8,4
7,min_max,0.93,10,2,12,2,9,4,10,4
7,min_max,0.94,10,4,9,4,9,4,9,4
7,min_max,0.95,8,4,6,4,6,4,7,4
7,min_max,0.96,8,4,5,4,11,2,9,4
7,min_max,0.97,10,2,10,5,8,4,11,4
7,min_max,0.98,8,4,10,2,9,4,8,4
7,min_max,0.99,10,4,13,5,6,4,8,4
7,min_max,1,8,4,11,5,16,2,9,4
7,z_score,0.01,12,2,8,3,9,4,7,4
7,z_score,0.02,8,3,5,3,8,4,10,4
7,z_score,0.03,7,3,8,4,10,4,8,4
7,z_score,0.04,9,2,13,2,8,4,9,4
7,z_score,0.05,11,4,6,4,8,4,6,3
7,z_score,0.06,9,4,7,3,7,3,9,4
7,z_score,0.07,8,4,9,4,9,4,8,3
7,z_score,0.08,5,4,7,4,7,4,9,4
7,z_score,0.09,6,3,5,4,7,3,9,4
7,z_score,0.1,9,4,10,4,10,4,7,3
7,z_score,0.11,6,4,10,4,7,4,8,4
7,z_score,0.12,7,4,9,3,9,3,11,4
7,z_score,0.13,9,4,9,4,8,4,5,4
7,z_score,0.14,9,2,8,3,7,4,8,3
7,z_score,0.15,8,3,9,3,9,4,6,3
7,z_score,0.16,9,4,6,4,10,4,8,3
7,z_score,0.17,9,3,9,3,9,3,7,3
7,z_score,0.18,7,4,11,4,9,4,7,4
7,z_score,0.19,8,4,6,4,10,4,9,4
7,z_score,0.2,8,3,7,3,7,4,6,4
7,z_score,0.21,5,3,9,4,7,4,6,4
7,z_score,0.22,8,4,9,3,6,4,10,4
7,z_score,0.23,6,4,6,4,8,4,11,4
7,z_score,0.24,9,3,7,4,10,3,5,3
7,z_score,0.25,8,3,8,4,7,4,8,4
7,z_score,0.26,10,4,10,3,8,3,7,4
7,z_score,0.27,8,3,9,4,9,3,6,4
7,z_score,0.28,6,4,5,4,10,4,8,4
7,z_score,0.29,6,3,7,4,10,4,8,4
7,z_score,0.3,9,3,5,3,9,4,6,3
7,z_score,0.31,9,3,8,4,8,4,9,4
7,z_score,0.32,6,3,10,3,5,4,11,4
7,z_score,0.33,8,4,7,3,10,2,9,3
7,z_score,0.34,9,4,8,4,10,2,8,3
7,z_score,0.35,10,4,6,4,10,4,8,4
7,z_score,0.36,10,4,5,4,10,4,6,3
7,z_score,0.37,9,4,9,3,8,4,7,3
7,z_score,0.38,7,4,6,4,6,4,9,3
7,z_score,0.39,8,3,10,4,9,4,11,3
7,z_score,0.4,10,4,7,4,9,4,11,3
7,z_score,0.41,9,4,6,4,9,4,10,4
7,z_score,0.42,8,4,8,3,9,4,8,4
7,z_score,0.43,7,4,8,4,10,4,8,4
7,z_score,0.44,9,4,10,4,7,4,10,4
7,z_score,0.45,5,4,12,4,7,3,8,3
7,z_score,0.46,7,4,6,4,7,4,5,3
7,z_score,0.47,7,4,9,3,8,3,9,4
7,z_score,0.48,11,4,9,4,9,3,11,4
7,z_score,0.49,8,4,9,4,5,3,9,4
7,z_score,0.5,7,4,8,3,8,4,10,4
7,z_score,0.51,10,4,9,3,6,3,7,4
7,z_score,0.52,9,3,7,4,6,3,10,4
7,z_score,0.53,6,3,11,4,6,3,9,3
7,z_score,0.54,10,3,6,3,8,4,9,4
7,z_score,0.55,10,3,9,5,11,3,8,3
7,z_score,0.56,9,4,9,4,9,4,8,3
7,z_score,0.57,8,3,8,3,8,3,5,3
7,z_score,0.58,9,2,9,4,8,4,9,4
7,z_score,0.59,9,4,6,4,8,4,10,4
7,z_score,0.6,8,3,5,4,9,4,5,3
7,z_score,0.61,5,3,11,4,8,3,8,3
7,z_score,0.62,8,4,8,4,8,4,8,3
7,z_score,0.63,6,3,9,4,8,4,4,3
7,z_score,0.64,9,3,9,4,5,4,8,3
7,z_score,0.65,10,4,7,3,8,4,6,3
7,z_score,0.66,9,4,9,3,6,3,10,4
7,z_score,0.67,8,3,9,4,10,4,8,3
7,z_score,0.68,10,4,9,3,8,4,8,3
7,z_score,0.69,8,3,11,4,8,3,9,3
7,z_score,0.7,6,3,5,3,9,4,10,4
7,z_score,0.71,8,3,12,3,8,4,8,4
7,z_score,0.72,11,4,9,3,10,3,10,3
7,z_score,0.73,8,3,7,4,7,4,6,4
7,z_score,0.74,8,3,8,4,8,4,8,4
7,z_score,0.75,7,4,8,4,11,3,7,4
7,z_score,0.76,6,3,9,4,10,4,9,4
7,z_score,0.77,9,4,9,3,8,4,8,4
7,z_score,0.78,10,3,8,3,6,3,7,3
7,z_score,0.79,9,2,9,2,9,4,11,4
7,z_score,0.8,5,4,10,4,9,4,9,4
7,z_score,0.81,8,4,11,4,9,4,5,3
7,z_score,0.82,9,4,8,4,9,3,9,4
7,z_score,0.83,9,4,8,4,10,4,5,3
7,z_score,0.84,6,4,10,4,10,3,8,3
7,z_score,0.85,8,4,9,3,5,3,10,4
7,z_score,0.86,9,3,10,3,9,3,10,2
7,z_score,0.87,7,3,9,3,8,4,8,4
7,z_score,0.88,5,3,6,4,9,4,8,4
7,z_score,0.89,8,3,11,4,6,4,6,3
7,z_score,0.9,9,3,10,4,11,3,8,4
7,z_score,0.91,7,3,9,4,10,4,8,4
7,z_score,0.92,9,3,8,4,9,4,9,4
7,z_score,0.93,10,3,5,3,9,3,7,4
7,z_score,0.94,7,4,10,3,8,3,10,4
7,z_score,0.95,7,4,8,2,5,4,7,3
7,z_score,0.96,11,4,10,4,9,3,8,3
7,z_score,0.97,10,3,7,4,8,4,9,4
7,z_score,0.98,7,4,8,4,5,4,8,4
7,z_score,0.99,6,4,10,4,8,4,5,3
7,z_score,1,11,4,8,3,9,2,10,3
7,none,0.01,76,21,81,23,94,22,160,38
7,none,0.02,140,35,83,18,79,22,79,22
7,none,0.03,83,17,81,22,139,33,79,22
7,none,0.04,110,27,68,20,82,23,83,23
7,none,0.05,112,30,54,10,65,19,77,16
7,none,0.06,102,27,81,23,97,18,80,22
7,none,0.07,84,23,159,39,59,11,79,22
7,none,0.08,95,25,79,21,59,18,49,9
7,none,0.09,44,9,58,18,43,13,115,31
7,none,0.1,45,9,81,22,75,17,102,26
7,none,0.11,61,11,120,31,85,23,55,10
7,none,0.12,81,23,103,27,79,23,79,22
7,none,0.13,79,22,158,38,79,22,79,22
7,none,0.14,81,22,51,13,93,23,79,24
7,none,0.15,41,7,82,17,81,23,159,38
7,none,0.16,42,16,74,20,79,18,79,22
7,none,0.17,79,22,150,38,45,8,81,23
7,none,0.18,64,17,79,22,81,23,104,25
7,none,0.19,93,24,38,8,51,9,79,22
7,none,0.2,82,23,79,23,77,22,84,23
7,none,0.21,81,22,79,22,65,16,79,21
7,none,0.22,87,23,84,21,70,22,82,20
7,none,0.23,79,22,45,11,79,22,79,21
7,none,0.24,77,21,88,23,44,13,70,15
7,none,0.25,81,22,81,22,57,9,112,28
7,none,0.26,81,22,39,6,89,24,83,24
7,none,0.27,129,31,79,22,80,16,44,8
7,none,0.28,85,23,47,10,98,25,96,22
7,none,0.29,88,24,82,23,91,20,79,21
7,none,0.3,81,22,69,19,121,31,81,22
7,none,0.31,81,22,104,29,102,26,79,22
7,none,0.32,44,8,67,17,81,22,81,22
7,none,0.33,85,23,45,6,98,25,82,23
7,none,0.34,67,12,86,24,101,26,49,13
7,none,0.35,92,25,79,22,81,22,81,22
7,none,0.36,69,18,42,7,79,22,67,16
7,none,0.37,92,24,74,15,61,12,82,23
7,none,0.38,79,21,87,17,71,12,126,32
7,none,0.39,73,19,79,22,79,23,38,7
7,none,0.4,53,11,85,16,79,21,78,23
7,none,0.41,81,22,81,23,43,7,80,23
7,none,0.42,79,22,108,25,74,16,79,22
7,none,0.43,89,24,82,23,80,22,82,23
7,none,0.44,79,21,44,14,90,20,50,10
7,none,0.45,139,34,79,21,79,23,97,25
7,none,0.46,75,15,65,23,75,22,79,22
7,none,0.47,72,21,46,9,79,22,52,12
7,none,0.48,89,24,81,23,70,20,79,22
7,none,0.49,93,24,139,33,43,13,79,22
7,none,0.5,98,26,79,22,79,22,52,12
7,none,0.51,101,26,80,23,69,22,82,17
7,none,0.52,81,23,58,16,81,22,99,28
7,none,0.53,81,22,91,25,81,23,79,22
7,none,0.54,102,26,79,23,79,21,81,22
7,none,0.55,82,17,59,13,81,23,79,22
7,none,0.56,81,23,64,12,89,23,79,22
7,none,0.57,77,21,39,9,68,18,70,18
7,none,0.58,79,22,85,19,71,16,59,20
7,none,0.59,68,19,79,21,104,26,71,14
7,none,0.6,86,21,113,30,77,15,59,19
7,none,0.61,99,26,79,23,79,22,83,17
7,none,0.62,69,21,59,11,81,24,37,6
7,none,0.63,79,22,79,22,83,17,85,23
7,none,0.64,68,15,79,22,61,14,61,17
7,none,0.65,90,24,48,10,81,23,81,22
7,none,0.66,77,21,40,7,46,10,85,23
7,none,0.67,117,29,79,22,90,25,130,31
7,none,0.68,85,18,58,12,39,9,86,23
7,none,0.69,39,9,79,21,81,23,81,22
7,none,0.7,55,9,78,21,57,15,65,11
7,none,0.71,81,22,74,20,62,11,79,22
7,none,0.72,90,24,74,16,103,24,120,31
7,none,0.73,60,14,59,18,79,21,56,11
7,none,0.74,110,27,70,16,50,10,70,16
7,none,0.75,78,22,77,19,79,22,74,15
7,none,0.76,82,23,89,22,92,22,81,23
7,none,0.77,82,23,68,19,104,26,79,22
7,none,0.78,50,13,53,13,83,17,83,17
7,none,0.79,53,13,77,23,71,22,61,13
7,none,0.8,81,23,78,21,95,24,81,22
7,none,0.81,40,6,82,23,86,26,81,22
7,none,0.82,79,22,71,21,80,22,69,14
7,none,0.83,77,17,79,22,79,22,54,16
7,none,0.84,109,27,49,15,56,13,38,8
7,none,0.85,79,21,50,10,81,22,79,21
7,none,0.86,126,30,160,39,101,26,79,21
7,none,0.87,124,31,82,23,78,22,85,23
7,none,0.88,103,25,81,23,104,28,59,20
7,none,0.89,91,23,81,23,81,22,79,22
7,none,0.9,115,26,49,12,81,23,134,32
7,none,0.91,78,16,68,20,81,22,79,23
7,none,0.92,40,7,77,21,59,9,75,22
7,none,0.93,72,17,82,23,85,23,66,11
7,none,0.94,59,11,77,15,56,7,63,20
7,none,0.95,89,24,79,22,68,12,93,24
7,none,0.96,78,21,79,22,81,22,79,22
7,none,0.97,81,22,73,18,81,23,92,24
7,none,0.98,40,5,47,10,79,22,83,24
7,none,0.99,79,22,49,7,91,24,79,22
7,none,1,108,27,62,18,73,20,58,17
8,min_max,0.01,8,4,9,4,11,5,7,4
8,min_max,0.02,9,4,8,4,11,4,8,4
8,min_max,0.03,11,5,9,4,9,4,9,4
8,min_max,0.04,9,4,8,3,7,4,7,4
8,min_max,0.05,10,4,7,4,9,4,7,4
8,min_max,0.06,9,4,11,4,9,2,9,4
8,min_max,0.07,9,4,9,4,10,4,8,4
8,min_max,0.08,9,4,9,4,8,4,8,4
8,min_max,0.09,9,4,9,2,9,4,9,4
8,min_max,0.1,14,2,11,4,7,4,8,4
8,min_max,0.11,8,4,12,6,9,4,9,4
8,min_max,0.12,9,4,9,2,8,4,9,4
8,min_max,0.13,9,4,8,4,10,4,11,4
8,min_max,0.14,7,4,8,4,7,4,8,4
8,min_max,0.15,9,4,10,2,5,4,12,2
8,min_max,0.16,10,4,8,4,8,4,5,4
8,min_max,0.17,9,4,10,4,8,4,9,4
8,min_max,0.18,8,4,8,4,11,2,7,4
8,min_max,0.19,8,4,11,4,16,2,8,4
8,min_max,0.2,11,4,8,4,11,4,11,5
8,min_max,0.21,9,4,8,4,8,4,9,4
8,min_max,0.22,9,4,8,4,9,2,13,2
8,min_max,0.23,9,4,10,4,9,4,11,4
8,min_max,0.24,14,2,8,4,9,4,9,4
8,min_max,0.25,5,4,11,2,9,4,9,4
8,min_max,0.26,15,2,9,4,10,2,11,5
8,min_max,0.27,8,4,10,2,8,4,8,4
8,min_max,0.28,8,4,11,4,9,4,11,4
8,min_max,0.29,9,4,12,2,9,4,6,4
8,min_max,0.3,9,4,11,4,8,4,9,4
8,min_max,0.31,9,4,9,4,10,2,9,4
8,min_max,0.32,9,3,9,4,9,4,7,4
8,min_max,0.33,9,2,8,4,7,4,15,2
8,min_max,0.34,9,4,7,4,9,4,7,4
8,min_max,0.35,11,4,8,4,16,2,7,4
8,min_max,0.36,8,4,9,4,9,4,10,2
8,min_max,0.37,11,4,8,4,9,4,11,4
8,min_max,0.38,12,6,11,4,11,4,8,4
8,min_max,0.39,14,5,7,4,9,4,9,4
8,min_max,0.4,10,4,11,4,8,4,7,4
8,min_max,0.41,9,4,11,4,8,4,8,4
8,min_max,0.42,9,4,9,4,9,4,10,4
8,min_max,0.43,6,4,10,4,11,4,8,2
8,min_max,0.44,9,4,9,2,11,5,9,4
8,min_max,0.45,9,2,7,4,9,4,9,2
8,min_max,0.46,9,4,8,4,7,4,9,4
8,min_max,0.47,7,4,6,4,11,5,8,4
8,min_max,0.48,11,4,9,4,8,4,9,4
8,min_max,0.49,10,3,12,5,9,4,12,2
8,min_max,0.5,9,4,9,4,8,4,10,4
8,min_max,0.51,8,4,9,4,8,4,9,4
8,min_max,0.52,9,4,9,2,9,2,8,4
8,min_max,0.53,8,4,9,4,10,4,10,2
8,min_max,0.54,11,4,9,4,8,4,8,4
8,min_max,0.55,11,4,8,4,9,4,9,4
8,min_max,0.56,8,4,8,4,11,2,9,4
8,min_max,0.57,7,4,9,2,9,4,6,4
8,min_max,0.58,8,4,8,4,7,4,12,2
8,min_max,0.59,9,4,11,4,8,4,8,4
8,min_max,0.6,8,4,8,4,8,4,9,4
8,min_max,0.61,8,4,13,5,8,4,12,2
8,min_max,0.62,12,5,10,4,9,4,8,4
8,min_max,0.63,8,4,9,4,11,4,9,4
8,min_max,0.64,8,4,10,2,9,4,9,4
8,min_max,0.65,11,4,9,4,11,4,11,5
8,min_max,0.66,9,2,10,4,9,4,11,5
8,min_max,0.67,9,4,9,4,10,2,11,5
8,min_max,0.68,11,4,8,4,8,4,10,4
8,min_max,0.69,10,2,9,4,9,3,9,3
8,min_max,0.7,8,4,8,4,9,4,10,4
8,min_max,0.71,8,4,11,4,11,5,5,4
8,min_max,0.72,11,4,9,4,10,2,9,4
8,min_max,0.73,7,4,9,4,8,3,8,4
8,min_max,0.74,9,2,8,4,8,4,8,4
8,min_max,0.75,8,4,15,2,11,4,11,2
8,min_max,0.76,8,4,8,4,9,4,8,4
8,min_max,0.77,9,4,11,4,9,4,6,4
8,min_max,0.78,9,4,9,4,10,2,9,3
8,min_max,0.79,8,4,8,4,5,4,9,4
8,min_max,0.8,9,4,10,4,8,4,7,4
8,min_max,0.81,10,4,8,4,8,4,8,4
8,min_max,0.82,8,4,10,4,9,4,8,4
8,min_max,0.83,9,4,7,4,9,4,11,4
8,min_max,0.84,11,4,9,4,11,4,9,4
8,min_max,0.85,11,4,11,5,8,4,8,4
8,min_max,0.86,11,4,12,5,11,5,8,4
8,min_max,0.87,8,4,11,5,11,2,8,4
8,min_max,0.88,11,4,9,2,8,4,10,4
8,min_max,0.89,9,4,7,4,9,4,9,2
8,min_max,0.9,9,4,8,4,9,4,6,4
8,min_max,0.91,9,4,6,4,7,4,9,4
8,min_max,0.92,8,4,9,4,6,4,11,4
8,min_max,0.93,9,2,11,4,9,2,9,2
8,min_max,0.94,8,4,9,4,11,2,8,4
8,min_max,0.95,9,4,8,4,9,2,9,2
8,min_max,0.96,8,4,10,2,9,4,9,4
8,min_max,0.97,9,4,9,4,10,3,9,4
8,min_max,0.98,9,4,9,4,8,4,8,4
8,min_max,0.99,8,4,6,4,14,2,11,4
8,min_max,1,11,5,9,4,8,4,7,4
8,z_score,0.01,8,4,6,3,13,4,7,3
8,z_score,0.02,7,3,9,4,10,4,9,4
8,z_score,0.03,11,4,6,3,9,4,7,4
8,z_score,0.04,8,4,7,3,6,4,10,4
8,z_score,0.05,6,3,8,4,9,3,11,4
8,z_score,0.06,8,3,9,3,10,4,11,5
8,z_score,0.07,9,4,7,4,6,3,5,3
8,z_score,0.08,7,3,8,3,6,4,11,2
8,z_score,0.09,8,4,8,3,6,4,8,4
8,z_score,0.1,7,4,10,4,10,4,7,4
8,z_score,0.11,7,4,8,5,10,4,10,4
8,z_score,0.12,9,2,9,4,5,4,7,3
8,z_score,0.13,7,4,8,4,5,3,8,4
8,z_score,0.14,10,4,8,4,9,4,8,3
8,z_score,0.15,7,4,10,4,8,4,9,2
8,z_score,0.16,9,4,8,4,9,3,9,2
8,z_score,0.17,9,3,6,3,7,4,10,4
8,z_score,0.18,7,3,7,4,6,4,9,4
8,z_score,0.19,8,4,10,4,6,3,10,4
8,z_score,0.2,5,3,8,3,12,4,8,4
8,z_score,0.21,9,4,7,4,8,4,12,3
8,z_score,0.22,7,4,5,3,8,4,7,3
8,z_score,0.23,8,4,7,4,5,4,10,2
8,z_score,0.24,7,4,7,4,10,4,7,4
8,z_score,0.25,8,4,10,3,11,4,11,4
8,z_score,0.26,11,3,9,4,5,4,8,3
8,z_score,0.27,10,4,8,3,9,3,11,4
8,z_score,0.28,8,4,12,5,9,4,10,4
8,z_score,0.29,5,4,8,4,5,3,6,3
8,z_score,0.3,8,4,9,4,8,3,10,4
8,z_score,0.31,9,4,10,4,9,4,7,3
8,z_score,0.32,5,3,5,4,7,4,7,3
8,z_score,0.33,5,3,6,3,8,3,8,4
8,z_score,0.34,8,4,12,4,8,3,10,3
8,z_score,0.35,8,4,8,3,8,4,9,4
8,z_score,0.36,10,4,11,3,6,3,8,3
8,z_score,0.37,9,3,11,4,7,3,6,3
8,z_score,0.38,5,3,8,4,8,3,8,4
8,z_score,0.39,10,3,8,4,8,4,9,4
8,z_score,0.4,9,4,7,3,8,3,8,3
8,z_score,0.41,7,3,8,2,9,4,8,3
8,z_score,0.42,8,4,7,3,10,3,11,4
8,z_score,0.43,8,3,5,3,9,4,8,4
8,z_score,0.44,6,4,7,4,10,4,9,4
8,z_score,0.45,10,4,9,3,9,3,8,4
8,z_score,0.46,6,3,6,3,10,3,6,3
8,z_score,0.47,8,4,9,4,8,3,10,4
8,z_score,0.48,11,3,7,4,5,4,9,4
8,z_score,0.49,8,4,7,4,9,3,7,3
8,z_score,0.5,11,4,7,4,10,4,7,4
8,z_score,0.51,9,3,9,3,7,4,10,4
8,z_score,0.52,7,4,9,3,8,3,9,4
8,z_score,0.53,7,3,10,4,7,3,11,3
8,z_score,0.54,9,3,9,4,11,4,5,3
8,z_score,0.55,9,4,8,4,8,4,7,3
8,z_score,0.56,7,4,6,4,11,4,9,3
8,z_score,0.57,9,2,8,3,6,4,7,3
8,z_score,0.58,10,4,10,4,10,4,8,4
8,z_score,0.59,8,4,8,4,9,4,9,3
8,z_score,0.6,10,4,8,3,9,2,8,4
8,z_score,0.61,11,4,10,4,11,4,9,3
8,z_score,0.62,6,3,9,4,10,4,8,4
8,z_score,0.63,9,4,10,4,8,4,10,4
8,z_score,0.64,9,3,6,4,6,3,6,4
8,z_score,0.65,8,4,9,4,9,3,10,3
8,z_score,0.66,6,4,9,4,7,4,6,4
8,z_score,0.67,10,5,8,4,10,4,7,4
8,z_score,0.68,5,3,10,4,9,4,7,3
8,z_score,0.69,10,4,10,3,5,4,9,4
8,z_score,0.7,9,4,6,4,7,3,11,4
8,z_score,0.71,7,3,10,3,9,2,6,3
8,z_score,0.72,6,3,8,3,9,2,8,4
8,z_score,0.73,5,4,7,4,9,4,7,3
8,z_score,0.74,8,4,8,4,8,4,8,4
8,z_score,0.75,9,2,5,4,8,4,11,4
8,z_score,0.76,8,4,8,4,9,4,6,4
8,z_score,0.77,7,4,8,4,6,4,11,3
8,z_score,0.78,8,4,5,4,8,4,9,2
8,z_score,0.79,6,3,10,4,8,3,7,4
8,z_score,0.8,7,4,8,3,7,4,6,3
8,z_score,0.81,6,3,8,5,8,3,8,4
8,z_score,0.82,10,4,9,3,9,2,9,4
8,z_score,0.83,9,2,7,3,11,3,7,3
8,z_score,0.84,5,3,11,3,8,4,8,4
8,z_score,0.85,7,4,9,4,6,4,10,3
8,z_score,0.86,7,4,7,4,11,4,9,4
